#;UF;Município;População*;Nome Complexo ;Grupo ANCINE;Registro Ancine do Complexo;Número de Salas
518;RS;SÃO LUIZ GONZAGA;33.668;Cine Lux;INDEPENDENTE;20868;1
519;RS;TORRES;38.386;Cine Torres;INDEPENDENTE;27198;2
520;RS;TRÊS PASSOS;23.963;Cine Globo Três Passos;CINE GLOBO;20980;1
521;SC;ARARANGUÁ;67.578;Arcoplex Araranguá;ARCOPLEX;31752;2
522;SC;BALNEÁRIO CAMBORIÚ;138.732;Arcoplex Atlântico;ARCOPLEX;24038;2
523;SC;BALNEÁRIO CAMBORIÚ;138.732;GNC Balneário Camboriú;GNC;13237;8
524;SC;BLUMENAU;352.460;Arcoplex Park Europeu;ARCOPLEX;24053;5
525;SC;BLUMENAU;352.460;Cinépolis Norte Shopping;CINÉPOLIS;19068;7
526;SC;BLUMENAU;352.460;GNC Neumarkt Blumenau;GNC;2971;6
527;SC;BRUSQUE;131.703;Cine Gracher Havan Brusque;GRACHER;26111;3
528;SC;BRUSQUE;131.703;Cine Gracher Shopping;GRACHER;6687;3
529;SC;CAÇADOR;77.863;Cine Lúmine Caçador;LÚMINE;39278;1
530;SC;CAMPOS NOVOS;35.930;Lúmine Campos Novos;LÚMINE;41815;1
531;SC;CANOINHAS;54.319;Cine Max Canoinhas;CINE MAX;35104;1
532;SC;CHAPECÓ;216.654;Arcoplex Pátio Chapecó;ARCOPLEX;24054;4
533;SC;CONCÓRDIA;74.106;Grupo Cine Concórdia;GRUPO CINE;24433;1
534;SC;CRICIÚMA;213.023;Arcoplex Criciúma;ARCOPLEX;24045;2
535;SC;CRICIÚMA;213.023;Arcoplex Della Giustina;ARCOPLEX;24047;2
536;SC;CRICIÚMA;213.023;GNC Criciúma (Cinema Nações Shopping);GNC;32640;6
537;SC;CURITIBANOS;39.595;Cine Lúmine Curitibanos;LÚMINE;39277;1
538;SC;FLORIANÓPOLIS;492.977;Cine Multi;INDEPENDENTE;39003;1
539;SC;FLORIANÓPOLIS;492.977;Cine Show Beiramar;CINESHOW;37456;5
540;SC;FLORIANÓPOLIS;492.977;Cinemark Floripa Shopping;CINEMARK;12977;7
541;SC;FLORIANÓPOLIS;492.977;Cinesystem Shopping Center Iguatemi;CINESYSTEM;13235;7
542;SC;FLORIANÓPOLIS;492.977;Paradigma Cine Arte;INDEPENDENTE;16818;1
543;SC;FRAIBURGO;36.299;Grupo Cine Fraiburgo;INDEPENDENTE;30765;1
544;SC;INDAIAL;67.923;Cine Gracher Indaial;GRACHER;39283;4
545;SC;ITAJAÍ;215.895;Arcoplex Itajaí;ARCOPLEX;24049;4
546;SC;JARAGUÁ DO SUL;174.158;Arcoplex Jaraguá;ARCOPLEX;24050;5
547;SC;JOAÇABA;29.827;Cine Gracher Joaçaba;GRACHER;40234;3
548;SC;JOINVILLE;583.144;Chainça Cine Uniplex Joinville;UNIPLEX;37723;2
549;SC;JOINVILLE;583.144;GNC Garten;GNC;16870;6
550;SC;JOINVILLE;583.144;GNC Mueller;GNC;3052;3
551;SC;LAGES;157.743;Arcoplex Marrocos;ARCOPLEX;24052;1
552;SC;LAGES;157.743;Cinemark Lages;CINEMARK;30567;4
553;SC;MAFRA;56.017;Cineplus Emacite Mafra;INDEPENDENTE;34890;1
554;SC;OTACÍLIO COSTA;18.510;Poly Vídeo Cinema e Locadora;INDEPENDENTE;27207;1
555;SC;PALHOÇA;168.259;Arcoplex Via Catarina;ARCOPLEX;24062;4
556;SC;PORTO BELO;20.834;Cine Gracher Porto Belo;GRACHER;40771;4
557;SC;PORTO UNIÃO;35.250;Cine Gracher Havan Porto União;GRACHER;30780;3
558;SC;RIO DO SUL;70.100;Grupo Cine Rio do Sul;GRUPO CINE;13105;2
559;SC;SÃO BENTO DO SUL;83.576;Cine Gracher São Bento;GRACHER;41056;4
560;SC;SÃO JOSÉ;242.927;Arcoplex Itaguaçu;ARCOPLEX;24048;5
561;SC;SÃO JOSÉ;242.927;Cinépolis Continente Shopping;CINÉPOLIS;22648;8
562;SC;SÃO MIGUEL DO OESTE;40.090;Cine Peperi;INDEPENDENTE;17833;1
563;SC;TUBARÃO;104.937;Cine Show Tubarão;CINESHOW;33771;4
564;SC;VIDEIRA;52.510;Grupo Cine Videira;GRUPO CINE;13106;2
565;SE;ARACAJU;648.939;Cinema Vitória;INDEPENDENTE;23328;1
566;SE;ARACAJU;648.939;Cinemark Riomar;CINEMARK;15415;4
567;SE;ARACAJU;648.939;Cinemark Shopping Jardins;CINEMARK;2530;9
568;SE;ITABAIANA;94.696;Cine Laser Itabaiana;LASER;36481;4
569;SE;NOSSA SENHORA DA GLÓRIA;36.514;Mobi Cine Avelan Shopping;MOBICINE;33066;2
570;SE;NOSSA SENHORA DO SOCORRO;181.503;Cinesercla Shopping Prêmio;EXIBIDORA NACIONAL;23478;4
571;SP;AMPARO;71.700;AGA Amparo Cine Duplex;AGA;6584;2
572;SP;ANDRADINA;57.112;Grupo Cine Andradina;GRUPO CINE;11754;2
573;SP;ARAÇATUBA;195.874;ARAÚJO Cine Araçatuba;ARAÚJO;3111;3
574;SP;ARAÇATUBA;195.874;Cineflix Shopping Praça Nova Araçatuba;CINEFLIX;31153;5
575;SP;ARARAQUARA;233.744;Cine Center Lupo;INDEPENDENTE;39363;2
576;SP;ARARAQUARA;233.744;Moviecom Jaraguá;MOVIECOM BOTUCATU;2922;5
577;SP;ARARAS;132.934;Cine A Araras;CINE A;24551;2
578;SP;ASSIS;103.666;Chainça Cine Uniplex Assis;UNIPLEX;24637;1
579;SP;ATIBAIA;141.398;Centerplex Cine Atibaia;CENTERPLEX;2843;2
580;SP;AVARÉ;90.063;Uniplex Avaré;UNIPLEX;39179;2
581;SP;BARIRI;34.961;Cine Belluzzo;INDEPENDENTE;14795;1
582;SP;BARRETOS;121.344;Centerplex North Shopping Barretos;CENTERPLEX;18414;3
583;SP;BARUERI;271.306;Cinemark Shopping Tambore;CINEMARK;900;9
584;SP;BARUERI;271.306;Cinépolis Iguatemi Alphaville;CINÉPOLIS;18655;9
585;SP;BARUERI;271.306;Cinépolis Parque Barueri;CINÉPOLIS;21881;9
586;SP;BATATAIS;62.024;Cine Batatais;INDEPENDENTE;16871;1
587;SP;BAURU;374.272;ARAÚJO Multiplex Bauru Shopping;ARAÚJO;5883;5
588;SP;BAURU;374.272;Cine'N Fun - Alameda Quality Center;INDEPENDENTE;32877;3
589;SP;BAURU;374.272;Cinépolis Nações Bauru;CINÉPOLIS;25196;6
590;SP;BEBEDOURO;77.436;Cine Pop Bebedouro;INDEPENDENTE;22592;1
591;SP;BOITUVA;59.793;Cine Boituva;INDEPENDENTE;34180;2
592;SP;BOTUCATU;144.820;ARAÚJO Multiplex Boulevard Botucatu;ARAÚJO;33423;3
593;SP;BOTUCATU;144.820;Cineflix Shopping Botucatu;CINEFLIX;26587;5
594;SP;BRAGANÇA PAULISTA;166.753;Cine A Bragança Paulista (Parque Mall);CINE A;32481;3
595;SP;BRAGANÇA PAULISTA;166.753;Cinemark Bragança Garden Shopping;CINEMARK;34704;4
596;SP;BROTAS;24.163;Cine São José - Brotas;INDEPENDENTE;15122;1
597;SP;CAJAMAR;75.638;Grupo Cine Cajamar (Anhanguera Parque Shopping) ;GRUPO CINE;32957;3
598;SP;CAMPINAS;1.194.094;ARAÚJO Multiplex Parque Das Bandeiras;ARAÚJO;24150;6
599;SP;CAMPINAS;1.194.094;Cinemark Campinas Iguatemi;CINEMARK;2538;11
600;SP;CAMPINAS;1.194.094;Cinépolis Campinas Shopping;CINÉPOLIS;30090;10
601;SP;CAMPINAS;1.194.094;KINOPLEXDom Pedro;KINOPLEX;2404;15
602;SP;CAMPINAS;1.194.094;Moviecom Unimart;MOVIECOM SÃO PAULO;5573;6
603;SP;CAMPINAS;1.194.094;Top Cineplex Campinas;TOP CINEPLEX;31303;4
604;SP;CAPIVARI;55.141;Cine Vera Cruz;CENTERPLEX;15647;1
605;SP;CARAGUATATUBA;119.625;Centerplex Serramar Parque Shopping;CENTERPLEX;20413;4
606;SP;CARAPICUÍBA;398.611;Cinépolis Plaza Shopping Carapicuíba;CINÉPOLIS;33905;5
607;SP;CATANDUVA;121.210;Lumière Garden Catanduva Shopping;INDEPENDENTE;17707;3
608;SP;CESÁRIO LANGE;17.915;Cinemac Cine São José;INDEPENDENTE;15270;1
609;SP;COSMÓPOLIS;70.998;Cinemania;INDEPENDENTE;39424;1
610;SP;COTIA;244.694;Cineflix The Square Granja Vianna;CINEFLIX;31743;6
611;SP;COTIA;244.694;Cinemark Shopping Granja Vianna;CINEMARK;18206;5
612;SP;CRUZEIRO;81.895;Cine Cruzeiro;INDEPENDENTE;19449;1
613;SP;CUBATÃO;129.760;Roxy 3 Parque Anilinas;ROXY;30132;2
614;SP;DIADEMA;420.934;Centerplex Diadema;CENTERPLEX;41783;4
615;SP;DIADEMA;420.934;PlayArte Praça Da Moça;PLAYARTE;16354;7
616;SP;ESPÍRITO SANTO DO PINHAL;44.186;Cine A Espírito Santo do Pinhal;CINE A;16611;1
617;SP;FERNANDÓPOLIS;68.823;Grupo Cine Fernandópolis;GRUPO CINE;27730;2
618;SP;FRANCA;350.400;Moviecom Franca Shopping;MOVIECOM BOTUCATU;17420;4
619;SP;GUARAREMA;29.451;Centerplex Cine Guararema;CENTERPLEX;33850;1
620;SP;GUARATINGUETÁ;121.073;Cinemais Guaratinguetá;CINEMAIS;23843;5
621;SP;GUARUJÁ;318.107;Cine 3 - Ferry Boat's Plaza;INDEPENDENTE;6684;3
622;SP;GUARUJÁ;318.107;Grupo Cine Guarujá;GRUPO CINE;17179;3
623;SP;GUARULHOS;1.365.899;Cinemark Internacional Shopping Guarulhos;CINEMARK;24764;15
624;SP;GUARULHOS;1.365.899;Cinépolis Parque Shopping Maia;CINÉPOLIS;29707;11
625;SP;GUARULHOS;1.365.899;CIRCUITOGuarulhos;CIRCUITO;15569;6
626;SP;GUARULHOS;1.365.899;Xmovie Pátio Guarulhos;MOVIECOM SÃO PAULO;25924;4
627;SP;HORTOLÂNDIA;227.353;Cinesystem Shopping Hortolândia;CINESYSTEM;21814;5
628;SP;IBITINGA;59.451;Cinemec Ibitinga;INDEPENDENTE;37934;1
629;SP;ILHA SOLTEIRA;26.582;Star Cine Ilha Solteira;INDEPENDENTE;26087;1
630;SP;INDAIATUBA;246.908;Topázio Cinemas Polo Shopping;TOPÁZIO;19182;5
631;SP;INDAIATUBA;246.908;Topázio Cinemas Shopping Jaraguá;TOPÁZIO;6742;4
632;SP;ITANHAÉM;100.496;Cinemar;INDEPENDENTE;16227;2
633;SP;ITAPECERICA DA SERRA;173.672;Grupo Cine Itapecerica;GRUPO CINE;24435;4
634;SP;ITAPETININGA;162.231;Grupo Cine Itapetininga;GRUPO CINE;6659;5
635;SP;ITAPEVA;93.892;Chainça Cine Uniplex Itapeva;UNIPLEX;2450;1
636;SP;ITAPEVI;234.352;Centerplex Ita Shopping;CENTERPLEX;2839;2
637;SP;ITAPEVI;234.352;Centerplex Itapevi Center;CENTERPLEX;37000;3
638;SP;ITAPIRA;74.299;Cine A Itapira;CINE A;24550;2
639;SP;ITAQUAQUECETUBA;366.519;Cinépolis Itaqua Garden;CINÉPOLIS;35751;5
640;SP;ITAQUAQUECETUBA;366.519;Moviecom Pateo Itaquá;MOVIECOM SÃO PAULO;27281;5
641;SP;ITATIBA;119.090;ARAÚJO Multiplex Itatiba Mall;TOTALCINE;34799;3
642;SP;ITATIBA;119.090;Top Cineplex Itatiba (Cine Millenium);TOP CINEPLEX;6592;2
643;SP;ITU;172.268;ARAÚJO Cines Plaza Shopping - Itu;ARAÚJO;3104;3
644;SP;JABOTICABAL;76.864;Chainça Cine Uniplex Jaboticabal;UNIPLEX;24636;1
645;SP;JACAREÍ;231.863;Cinemark Jacareí;INDEPENDENTE;6664;5
646;SP;JALES;49.011;Cine Jales;INDEPENDENTE;19919;1
647;SP;JAÚ;148.581;Moviecom Shopping Jaú;MOVIECOM BOTUCATU;2907;2
648;SP;JUNDIAÍ;414.810;Cinépolis Jundiaí Shopping;CINÉPOLIS;22674;7
649;SP;JUNDIAÍ;414.810;Moviecom Maxi;MOVIECOM BOTUCATU;2913;7
650;SP;JUNDIAÍ;414.810;Sala Cult;INDEPENDENTE;S/REG;1
651;SP;LEME;102.412;Cine Avenida;INDEPENDENTE;17854;2
652;SP;LIMEIRA;303.682;Arcoplex Pátio Limeira;ARCOPLEX;24043;5
653;SP;LIMEIRA;303.682;Centerplex Shopping Center Limeira;CENTERPLEX;27816;5
654;SP;LIMEIRA;303.682;Circuito Cinemas Limeira;CIRCUITO;34307;4
655;SP;LINS;77.510;Chainça Cine Uniplex Lins;UNIPLEX;17441;1
656;SP;LORENA;88.276;Cinemais Lorena;CINEMAIS;31517;4
657;SP;MARÍLIA;237.130;Cine Esmeralda / Cine Movieboxse7;INDEPENDENTE;19370;3
658;SP;MARÍLIA;237.130;Cinépolis Marília Shopping;CINÉPOLIS;30096;5
659;SP;MATÃO;82.702;Cine Teatro Matão;INDEPENDENTE;6697;2
660;SP;MAUÁ;468.148;ARAÚJO Multiplex Plaza Shopping - Mauá;ARAÚJO;4376;8
661;SP;MOCOCA;68.788;Cine Mococa;INDEPENDENTE;6736;1
662;SP;MOGI DAS CRUZES;440.769;Cinemark Mogi das Cruzes;CINEMARK;31561;7
663;SP;MOGI GUAÇU;150.713;Cineflix Buriti Shopping Mogi Guaçu;CINEFLIX;24537;5
664;SP;MONTE ALTO;50.216;Cine-Teatro Municipal “Dr. Antonio Mazza”;INDEPENDENTE;6624;1
665;SP;OSASCO;696.850;Cinemark Osasco;CINEMARK;16978;10
666;SP;OSASCO;696.850;Cinesercla Osasco Plaza;LB CINEMAS;22216;4
667;SP;OSASCO;696.850;KINOPLEXOsasco;KINOPLEX;27853;7
668;SP;OSVALDO CRUZ;32.754;Cine São José ;INDEPENDENTE;S/REG;1
669;SP;OURINHOS;112.711;Chainça Cine Uniplex Ourinhos;UNIPLEX;2443;2
670;SP;PAULÍNIA;106.776;Top Cineplex Paulínia;TOP CINEPLEX;19399;2
671;SP;PEDERNEIRAS;46.251;Cine Sétima Arte;INDEPENDENTE;30626;1
672;SP;PENÁPOLIS;63.047;CIRCUITOPenápolis;CIRCUITO;31541;4
673;SP;PINDAMONHANGABA;166.475;Cineflix Shopping Pátio Pinda;CINEFLIX;25184;4
674;SP;PIRACICABA;400.949;ARAÚJO Cines Shopping Piracicaba;ARAÚJO;2781;7
675;SP;PIRAJU;29.741;Cinemax Piraju;INDEPENDENTE;19650;1
676;SP;PIRASSUNUNGA;75.930;Chainça Cine Uniplex Pirassununga;UNIPLEX;32132;2
677;SP;PORTO FELIZ;52.785;CIRCUITOPorto Feliz;CIRCUITO;27876;2
678;SP;PRAIA GRANDE;319.146;Cinesystem Litoral Plaza Shopping;CINESYSTEM;16656;6
679;SP;PRESIDENTE EPITÁCIO;44.006;Cine Company;INDEPENDENTE;18127;1
680;SP;PRESIDENTE PRUDENTE;227.072;Arcoplex Parque Shopping Prudente;ARCOPLEX;24044;3
681;SP;PRESIDENTE PRUDENTE;227.072;Moviecom Prudenshopping;MOVIECOM BOTUCATU;2915;4
682;SP;RIBEIRÃO PRETO;694.534;Cinemark Novo Shopping;CINEMARK;2539;9
683;SP;RIBEIRÃO PRETO;694.534;Cinépolis Iguatemi Ribeirão Preto;CINÉPOLIS;25198;6
684;SP;RIBEIRÃO PRETO;694.534;Cinépolis Santa Úrsula;CINÉPOLIS;17267;8
685;SP;RIBEIRÃO PRETO;694.534;UCI Ribeirão;UCI;2618;11
686;SP;RIO CLARO;204.797;Arcoplex Rio Claro;ARCOPLEX;24057;5
687;SP;SANTA BÁRBARA D'OESTE;192.536;ARAÚJO Multiplex Vic Center Santa Bárbara;TOTALCINE;37911;4
688;SP;SANTA BÁRBARA D'OESTE;192.536;Moviecom Tivoli;MOVIECOM BOTUCATU;2917;4
689;SP;SANTA CRUZ DO RIO PARDO;47.395;Cine São Pedro;INDEPENDENTE;14784;1
690;SP;SANTA ISABEL;56.792;Grupo Cine Santa Isabel;GRUPO CINE;38348;1
691;SP;SANTO ANDRÉ;716.109;Cinemark Atrium;CINEMARK;27398;7
692;SP;SANTO ANDRÉ;716.109;Cinemark Grand Plaza Shopping;CINEMARK;896;10
693;SP;SANTO ANDRÉ;716.109;PlayArte ABC;PLAYARTE;2853;5
694;SP;SANTOS;432.957;Cinearte Posto 4;INDEPENDENTE;37109;1
695;SP;SANTOS;432.957;Cinemark Praiamar Shopping;CINEMARK;906;10
696;SP;SANTOS;432.957;Cinespaço Santos (Cinemas Miramar);ESPAÇO;25075;3
697;SP;SANTOS;432.957;Roxy 4 Iporanga;ROXY;22897;4
698;SP;SANTOS;432.957;Roxy 5 Gonzaga;ROXY;30600;5
699;SP;SÃO BERNARDO DO CAMPO;833.240;Cinemark Extra Anchieta;CINEMARK;2537;9
700;SP;SÃO BERNARDO DO CAMPO;833.240;Cinemark Golden Square;CINEMARK;26041;5
701;SP;SÃO BERNARDO DO CAMPO;833.240;Cinépolis São Bernardo Plaza;CINÉPOLIS;25190;8
702;SP;SÃO BERNARDO DO CAMPO;833.240;PlayArte Metrópole;PLAYARTE;2857;9
703;SP;SÃO CAETANO DO SUL;160.275;Cinemark Parkshopping São Caetano;CINEMARK;20449;7
704;SP;SÃO CARLOS;249.415;ARAÚJO Cines Iguatemi;ARAÚJO;4374;3
705;SP;SÃO CARLOS;249.415;Cine São Carlos;INDEPENDENTE;15374;2
706;SP;SÃO JOÃO DA BOA VISTA;90.637;Cine A São João da Boa Vista;CINE A;39368;2
707;SP;SÃO JOSÉ DO RIO PARDO;54.763;Cine A São José do Rio Pardo;CINE A;15834;1
708;SP;SÃO JOSÉ DO RIO PRETO;456.245;ARAÚJO Multiplex Rio Preto Shopping;ARAÚJO;3137;5
709;SP;SÃO JOSÉ DO RIO PRETO;456.245;ARAÚJO Multiplex Rio Preto Shopping Vip;ARAÚJO;13357;2
710;SP;SÃO JOSÉ DO RIO PRETO;456.245;Centerplex Cidade Norte;CENTERPLEX;22580;3
711;SP;SÃO JOSÉ DO RIO PRETO;456.245;Cinépolis Iguatemi São José do Rio Preto;CINÉPOLIS;26825;7
712;SP;SÃO JOSÉ DO RIO PRETO;456.245;Cinépolis Plaza Avenida SJRP;CINÉPOLIS;30093;7
713;SP;SÃO JOSÉ DOS CAMPOS;713.943;Cinemark Center Vale;CINEMARK;2526;6
714;SP;SÃO JOSÉ DOS CAMPOS;713.943;Cinemark Colinas Shopping;CINEMARK;2531;8
715;SP;SÃO JOSÉ DOS CAMPOS;713.943;Kinoplex Vale Sul;CSR/UCI RIBEIRO;15264;6
716;SP;SÃO PAULO;12.176.866;ARAÚJO Multiplex Campo Limpo;ARAÚJO;6395;5
717;SP;SÃO PAULO;12.176.866;Biblioteca Roberto Santos;SPCINE;32364;1
718;SP;SÃO PAULO;12.176.866;Centerplex Shopping Center Lapa;CENTERPLEX;2842;3
719;SP;SÃO PAULO;12.176.866;Centro Cultural São Paulo;SPCINE;32396;2
720;SP;SÃO PAULO;12.176.866;Centro De Formação Cultural de Cidade Tiradentes;SPCINE;32362;1
721;SP;SÃO PAULO;12.176.866;CEU Aricanduva;SPCINE;32366;1
722;SP;SÃO PAULO;12.176.866;CEU Butantã;SPCINE;32368;1
723;SP;SÃO PAULO;12.176.866;CEU Caminho do Mar;SPCINE;32370;1
724;SP;SÃO PAULO;12.176.866;CEU Feitiço da Vila;SPCINE;32372;1
725;SP;SÃO PAULO;12.176.866;CEU Jacanã;SPCINE;32374;1
726;SP;SÃO PAULO;12.176.866;CEU Jambreiro;SPCINE;32376;1
727;SP;SÃO PAULO;12.176.866;CEU Meninos;SPCINE;32378;1
728;SP;SÃO PAULO;12.176.866;CEU Parque Veredas;SPCINE;32380;1
729;SP;SÃO PAULO;12.176.866;CEU Paz;SPCINE;32382;1
730;SP;SÃO PAULO;12.176.866;CEU Perus;SPCINE;32384;1
731;SP;SÃO PAULO;12.176.866;CEU Quinta do Sol;SPCINE;32386;1
732;SP;SÃO PAULO;12.176.866;CEU São Rafael;SPCINE;32388;1
733;SP;SÃO PAULO;12.176.866;CEU Três Lagos;SPCINE;32390;1
734;SP;SÃO PAULO;12.176.866;CEU Vila Atlântica;SPCINE;32392;1
735;SP;SÃO PAULO;12.176.866;CEU Vila do Sol;SPCINE;32394;1
736;SP;SÃO PAULO;12.176.866;Cine Caixa Belas Artes;INDEPENDENTE;26953;6
737;SP;SÃO PAULO;12.176.866;Cine Itaim Paulista;INDEPENDENTE;33275;3
738;SP;SÃO PAULO;12.176.866;Cine Livraria Cultura (CineArte);ESPAÇO;6585;2
739;SP;SÃO PAULO;12.176.866;Cine Olido (Galeria Olido);SPCINE;32398;1
740;SP;SÃO PAULO;12.176.866;Cine Segall;INDEPENDENTE;27882;1
741;SP;SÃO PAULO;12.176.866;Cineflix Cantareira Norte Shopping;CINEFLIX;32844;5
742;SP;SÃO PAULO;12.176.866;Cinemark Aricanduva;CINEMARK;897;13
743;SP;SÃO PAULO;12.176.866;Cinemark Boulevard Tatuapé;CINEMARK;12974;5
744;SP;SÃO PAULO;12.176.866;Cinemark Center Norte;CINEMARK;2528;5
745;SP;SÃO PAULO;12.176.866;Cinemark Central Plaza;CINEMARK;902;10
746;SP;SÃO PAULO;12.176.866;Cinemark Cidade Jardim;CINEMARK;14628;7
747;SP;SÃO PAULO;12.176.866;Cinemark Cidade São Paulo;CINEMARK;30581;6
748;SP;SÃO PAULO;12.176.866;Cinemark Eldorado;CINEMARK;11840;9
749;SP;SÃO PAULO;12.176.866;Cinemark Interlagos;CINEMARK;2533;10
750;SP;SÃO PAULO;12.176.866;Cinemark Lar Center;CINEMARK;30596;3
751;SP;SÃO PAULO;12.176.866;Cinemark Market Place;CINEMARK;908;8
752;SP;SÃO PAULO;12.176.866;Cinemark Metrô Santa Cruz;CINEMARK;2524;9
753;SP;SÃO PAULO;12.176.866;Cinemark Metrô Tatuapé;CINEMARK;895;8
754;SP;SÃO PAULO;12.176.866;Cinemark Metrô Tucuruvi;CINEMARK;25602;6
755;SP;SÃO PAULO;12.176.866;Cinemark Mooca Plaza Shopping;CINEMARK;20598;6
756;SP;SÃO PAULO;12.176.866;Cinemark Pátio Higienópolis;CINEMARK;2536;6
757;SP;SÃO PAULO;12.176.866;Cinemark Pátio Paulista;CINEMARK;15598;7
758;SP;SÃO PAULO;12.176.866;Cinemark Raposo Shopping;CINEMARK;20591;7
759;SP;SÃO PAULO;12.176.866;Cinemark Shopping D;CINEMARK;907;10
760;SP;SÃO PAULO;12.176.866;Cinemark Shopping Iguatemi SP;CINEMARK;40182;6
761;SP;SÃO PAULO;12.176.866;Cinemark SP Market;CINEMARK;898;11
762;SP;SÃO PAULO;12.176.866;Cinemark Tietê Plaza Shopping;CINEMARK;30582;7
763;SP;SÃO PAULO;12.176.866;Cinemark Villa Lobos;CINEMARK;2540;7
764;SP;SÃO PAULO;12.176.866;Cinemark West Plaza;CINEMARK;36652;7
765;SP;SÃO PAULO;12.176.866;Cinépolis JK Iguatemi;CINÉPOLIS;21667;8
766;SP;SÃO PAULO;12.176.866;Cinépolis Mais Shopping;CINÉPOLIS;17949;8
767;SP;SÃO PAULO;12.176.866;Cinépolis Metrô Itaquera;CINÉPOLIS;30012;8
768;SP;SÃO PAULO;12.176.866;CineSala;ESPAÇO;2744;1
769;SP;SÃO PAULO;12.176.866;Cinesystem Morumbi Town Shopping;CINESYSTEM;34941;9
770;SP;SÃO PAULO;12.176.866;Espaço Itaú de Cinema - Augusta;ESPAÇO;31112;5
771;SP;SÃO PAULO;12.176.866;Espaço Itaú de Cinema - Frei Caneca;ESPAÇO;6636;9
772;SP;SÃO PAULO;12.176.866;Espaço Itaú de Cinema - Pompéia;ESPAÇO;14007;11
773;SP;SÃO PAULO;12.176.866;KINOPLEXItaim;KINOPLEX;2391;6
774;SP;SÃO PAULO;12.176.866;KINOPLEXVila Olimpia;KINOPLEX;17204;7
775;SP;SÃO PAULO;12.176.866;Moviecom Boa Vista;MOVIECOM BOTUCATU;4846;5
776;SP;SÃO PAULO;12.176.866;Moviecom Penha;MOVIECOM BOTUCATU;2919;6
777;SP;SÃO PAULO;12.176.866;PlayArte Bristol ;PLAYARTE;2851;5
778;SP;SÃO PAULO;12.176.866;PlayArte Complexo Cinematográfico Marabá;PLAYARTE;40652;5
779;SP;SÃO PAULO;12.176.866;PlayArte Paulista Splendor;PLAYARTE;2854;2
780;SP;SÃO PAULO;12.176.866;PlayArte Plaza Sul;PLAYARTE;2858;6
781;SP;SÃO PAULO;12.176.866;Reserva Cultural De Cinema;RESERVA;6665;4
782;SP;SÃO PAULO;12.176.866;UCI Anália Franco;UCI;2622;9
783;SP;SÃO PAULO;12.176.866;UCI Jardim Sul;UCI;2621;9
784;SP;SÃO PAULO;12.176.866;UCI Santana Parque Shopping;UCI;14653;8
785;SP;SÃO PEDRO;35.318;Cine Teatro São Pedro;INDEPENDENTE;18873;1
786;SP;SÃO ROQUE;89.943;Cine Center São Roque;INDEPENDENTE;14829;2
787;SP;SÃO VICENTE;363.173;Roxy 6 Brisamar;ROXY;37348;6
788;SP;SERTÃOZINHO;124.453;Starcine Sertãozinho;INDEPENDENTE;14528;2
789;SP;SOCORRO;40.648;Cine Cavaliere Orlandi;INDEPENDENTE;15010;2
790;SP;SOROCABA;671.186;ARAÚJO Multiplex Pátio Cianê;ARAÚJO;24149;6
791;SP;SOROCABA;671.186;ARAÚJO Multiplex Shopping Cidade;ARAÚJO;24148;6
792;SP;SOROCABA;671.186;Cineplay Panorâmico;CINEPLAY;16381;3
793;SP;SOROCABA;671.186;Cineplay Sorocaba;CINEPLAY;16380;8
794;SP;SUZANO;294.638;Centerplex Suzano Shopping;CENTERPLEX;2873;5
795;SP;TABOÃO DA SERRA;285.570;ARAÚJO Multiplex Shopping Taboão;ARAÚJO;4378;5
796;SP;TAQUARITINGA;56.984;Cinemec Taquaritinga;INDEPENDENTE;37751;1
797;SP;TATUÍ;120.533;Cinemac Cine Santa Helena;CINEMAC;15178;2
798;SP;TAUBATÉ;311.854;Cinemark Via Vale Taubaté;CINEMARK;24766;6
799;SP;TAUBATÉ;311.854;Moviecom Taubaté Shopping;MOVIECOM BOTUCATU;25231;5
800;SP;TUPÃ;65.477;Meqe Cine;INDEPENDENTE;17294;1
801;SP;UBATUBA;89.747;Cine Porto;INDEPENDENTE;2352;1
802;SP;VALINHOS;127.123;Grupo Cine Valinhos;GRUPO CINE;34260;3
803;SP;VOTORANTIM;121.331;Cinépolis Iguatemi Esplanada;CINÉPOLIS;25199;10
804;SP;VOTUPORANGA;93.736;Cine Votuporanga;INDEPENDENTE;40997;1
805;TO;ARAGUAÍNA;177.517;Mobi Cine Top Cine Araguaína;MOBICINE;17629;3
806;TO;GURUPI;85.737;Mobi Cine Gurupi;MOBICINE;34401;3
807;TO;PALMAS;291.855;Cine Cultura / Sinhozinho;INDEPENDENTE;18803;1
808;TO;PALMAS;291.855;Cinemark Capim Dourado;CINEMARK;19102;6
809;TO;PALMAS;291.855;Lumière Palmas Shopping;LUMIÈRE;37200;5
;;;;;;;
"""* Os dados são referentes as Estimativas de População publicadas pelo Instituto Brasileiro de Geografia e Estatística (IBGE) que apresenta estimativas populacionais anuais de população para os municípios e para as Unidades da Federação brasileiros, com data de referência em 1º de julho de cada ano. Disponível em https://www.ibge.gov.br/estatisticas-novoportal/sociais/populacao/9103-estimativas-de-populacao.html?=&t=o-que-e""";;;;;;;
"""Fontes: Sistema de Registro – ANCINE, Sistema de Acompanhamento da Distribuição em Salas de Exibição (SADIS), IBGE, Filme B e outras fontes secundárias.""";;;;;;;
