Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2020;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);
2015;B1301949900000;Vai Vai: 80 Anos nas Ruas;Fernando Capuano;Documentário;Blood Cine;SP;-;-;MA7 Filmes;1;385;6.253,61;
2015;B1402831700000;Zirig Dum Brasília;André Luiz Oliveira;Documentário;abr filmes;DF;-;-;ABR Cine Vídeo;1;169;1.328,08;
2015;B1500585700000;Ídolo;Ricardo Calvet;Documentário;Remake Filmes;RJ;-;-;Nossa Distribuidora;13;606;7.543,39;
2015;B1500672000000;Órfãos do Eldorado;Guilherme Coelho;Ficção;Matizar;RJ;Canal Brasil;RJ;Downtown;16;3.163;39.808,34;
2015;B1500218600000;Últimas Conversas;Eduardo Coutinho;Documentário;Videofilmes;RJ;-;-;Espaço Filmes/Videofilmes;22;14.498;187.626,54;
2016;B1600603300000;1976 - O Ano da Invasão Corinthiana;Alexandre Boechat/Ricardo Aidar;Documentário;Canal Azul;SP;ESPN Brasil;SP;Conexão Cultural;4;5.944;53.428,52;
2016;B1600422600000;82 minutos;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ;Canal Brasil;RJ;Comalt;2;159;2.642,19;
2016;B1500400500000;A Bruta Flor do Querer;Andradina Azevedo/Dida Andrade;Ficção;Filmes da Lata;SP;-;-;O2 Play;19;2.929;34.047,56;
2016;B1402372600000;A Despedida;Marcelo Galvão;Ficção;Gatacine;SP;Canal Brasil;RJ;Gatacine;9;1.641;23.196,64;
2016;B1600109600000;A frente fria que a chuva traz;Neville D'Almeida;Ficção;República Pureza Filmes;RJ;Cooperativa Cinema & Mídias Digitais/Fabrica Imagem e Conteudo/Telecine/Mário Bortolotto;PR/RJ/RJ/-;Downtown/Paris;3;1.695;26.153,93;
2016;B1600296800000;A Loucura entre Nós;Fernanda Fontes Vareille;Documentário;Águas de Março Filmes;BA;-;-;Águas de Março Filmes;8;5.190;64.350,11;
2016;B1402307700000;A Luneta do Tempo;Alceu Valença;Ficção;Focus Films;RJ;Canal Brasil;RJ;Fênix Filmes;22;7.370;80.134,00;
2016;B1600084400000;A Morte de J.P. Cuenca;João Paulo Cuenca;Ficção;Duas Mariola Filmes;RJ;João Paulo Cuenca/Canal Brasil;RJ/RJ;DM Filmes;3;339;3.547,10;
2016;B1500404600000;A Vizinhança do Tigre;Affonso Uchôa;Ficção;Affonso Uchôa;MG;Katásia Filmes;MG;Affonso Uchôa;11;1.959;16.904,19;
2016;B1600275900000;Abaixando a Máquina 2 – No Limite da Linha;Guillermo Planel;Documentário;Ponto de Equilíbrio Imagens;RJ;Canal Brasil;RJ;Ponto de Equilíbrio;1;390;2.828,49;
2016;B1600032100000;Amor em Sampa;Carlos Alberto Riccelli/Kim Riccelli;Ficção;Pulsar Cinema;SP;Coração da Selva/Globo Filmes;SP/RJ;Elo Company;81;12.975;174.081,35;
2016;B1600070900000;Amores Urbanos;Vera Egito;Ficção;Paranoid Filmes;SP;Vera Egito;-;Europa;19;7.570;123.232,92;
2016;B1600096000000;Apaixonados - O Filme;Paulo Fontenelle;Ficção;Total Entertainment;RJ;-;-;H2O Films;128;26.445;338.752,20;
2016;B1600478600000;Aquarius;Kleber Mendonça Filho;Ficção;CinemaScópio;PE;Globo Filmes/Videofilmes/Maiomidia Comunicação;RJ/RJ/RJ;Vitrine Filmes;140;357.024;5.272.250,55;
2016;B1500711700000;Arminda Lopes — A Estética Além da Dor;Luzimar Batista Stricher;Documentário;Stricher Comunicações;RS;-;-;Lança Filmes;1;91;723,00;
2016;B1500873900000;Através da Sombra;Walter Lima Junior;Ficção;Casa Forte Produções Artísticas/Cinelândia Produções;RJ/RJ;Globo Filmes/Telecine;RJ/RJ;Europa;22;6.655;97.221,51;
2016;B1500392400000;Big Jato;Claudio Assis;Ficção;Perdidas Ilusões;PE;República Pureza Filmes/Canal Brasil;RJ/RJ;ArtHouse;21;11.528;149.805,59;
2016;B1500798600000;Boi neon;Gabriel Mascaro;Ficção;Desvia;PE;Canal Brasil;RJ;Imovision;37;34.761;410.235,72;
2016;B1600405900000;BR 716;Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ;Canal Brasil;RJ;Pipoca & Filmes/Forte Filmes;11;10.386;145.579,73;
2016;B1600750900000;Brasil Rico - Uma Discussão Sobre Prosperidade;Louise Sottomaior/Maílson da Nóbrega;Documentário;Cultura Maior;SP;-;-;Cultura Maior;1;62;870,10;
2016;B1500169500000;Brasil S/A;Marcelo Pedroso;Ficção;Símio Filmes;PE;Vilarejo Filmes;PE;Inquieta Cinema Cultura e Comunicação;17;2.432;16.899,80;
2016;B1600342000000;Brasil: DNA África;Mônica Amorim Monteiro;Documentário;Cine Group;DF;Globo Filmes;RJ;Cine Group;3;698;5.801,88;
2016;B1500344800000;Campo Grande;Sandra Kogut;Ficção;Tambellini Filmes;RJ;Marola Filmes/Canal Brasil;RJ/RJ;Imovision;13;4.854;66.952,18;
2016;B1500542500000;Canção da Volta;Gustavo Rosa de Moura;Ficção;Lauper Films;SP;Mira Filmes;SP;Pandora Filmes;14;2.404;34.189,81;
2016;B1600352700000;Carrossel 2 - O Sumiço de Maria Joaquina;Mauricio Eça;Ficção;Paris Produções;SP;-;-;Downtown/Paris;888;2.525.347;28.590.845,61;
2016;B1600306000000;Charlote SP;Frank Mora;Ficção;Frank Mora;SP;-;-;Raiz Distribuidora;9;432;6.123,81;
2016;B1600640900000;Cinema Novo;Eryk Rocha;Documentário;Aruac Produções/Coqueirão Pictures;RJ/RJ;Canal Brasil/FM Produções;RJ/RJ;Vitrine Filmes;20;6.958;90.543,39;
2016;B1600685500000;Coragem;Sebastião Braga;Documentário;Feel Filmes;SP;-;-;Boulevard Filmes;3;314;1.833,00;
2016;B1600651600000;Curumim;Marcos Prado;Documentário;Zazen Produções;RJ;Globosat/Globo Filmes/Horizonte;RJ/RJ/RJ;Zazen;13;2.663;42.132,53;
2016;B1600529400000;Cícero Dias, o Compadre de Picasso;Vladimir Carvalho;Documentário;Com Domínio Filmes;RJ;Canal Brasil;RJ;Com Domínio Filmes;4;1.206;17.546,91;
2016;B1600192300000;De Onde Eu Te Vejo;Luiz Villaça;Ficção;Bossa Nova Films;SP;Maiomidia Comunicação;RJ;Warner;79;32.763;501.934,00;
2016;B1600599600000;Deixe-me viver;Clóvis Vieira;Ficção;CV&F;SP;-;-;CV&F;64;53.837;724.116,79;
2016;B1600648800000;Dentro da Caixinha;Guilherme Reis;Ficção;Postura Digital;MG;-;-;Cineart Filmes;3;1.601;17.491,50;
2016;B1600454400000;Desculpe o transtorno;Tomas Portella;Ficção;Gullane;SP;-;-;Disney;323;153.234;1.935.131,00;
2016;B1600012800000;Do Pó da Terra;Maurício Nahas;Documentário;Notorious Films;SP;-;-;O2 Play;12;1.357;19.172,65;
2016;B1402633700000;Ela volta na quinta;André Novais Oliveira;Ficção;Filmes de Plástico;MG;-;-;Vitrine Filmes;10;1.668;18.130,71;
2016;B1600680100000;Elis;Hugo Prata;Ficção;Bravura Cinematográfica;SP;Globo Filmes/Academia de Filmes/Maiomidia Comunicação;RJ/SP/RJ;Downtown/Paris;282;559.896;8.493.069,23;
2016;B1600107600000;Em Nome da Lei;Sergio Rezende;Ficção;Morena Filmes;RJ;Maiomidia Comunicação;RJ;Fox;389;226.978;3.196.720,00;
2016;B1600355900000;Entre Idas e Vindas;José Eduardo Belmonte;Ficção;Film Noise;SP;Imagem/Acere/Alex Gabassi Serviços;SC/SP/SP;Imagem;293;109.698;1.535.091,72;
2016;B1600305100000;Epidemia de Cores;Mário Eugênio Saretta;Documentário;Mário Eugênio Saretta;RS;-;-;Lança Filmes;3;1.556;16.442,33;
2016;B1600064700000;Espaço Além - Marina Abramovic e o Brasil;Marco Del Fiol;Documentário;Casa Redonda Produções;SP;-;-;Elo Company;17;20.147;318.116,34;
2016;B1500865900000;Estive em Lisboa e lembrei de você;José Barahona;Ficção;Refinaria Filmes;RJ;Mutuca Filmes;RJ;Tucumán;9;3.834;40.132,90;
2016;B1402818800000;Eu sou Carlos Imperial;Renato Terra/Ricardo Calil;Documentário;Afinal Filmes;RJ;-;-;Bretz Filmes/Videofilmes;8;3.187;48.018,21;
2016;B1402091800000;Exilados do Vulcão;Paula Gaitán;Ficção;Aruac Produções/Franco Produções e Filmes;RJ/RJ;Paula Gaitán;-;Livres Filmes;6;1.208;10.739,23;
2016;B1500636700000;Fome;Cristiano Burlan;Ficção;Bela Filmes;SP;-;-;Vitrine Filmes;11;1.193;14.813,44;
2016;B1500699400000;Futuro Junho;Maria Augusta Ramos;Documentário;Nofoco Filmes;RJ;-;-;ArtHouse;4;392;3.129,49;
2016;B1600736900000;Galinha Pintadinha Mini na Telona;Juliano Prado/Marcos Luporini;Animação;Bromelia Produções;SP;-;-;Flix Media;172;24.832;358.359,07;
2016;B1500405100000;Geraldinos;Pedro Asbeg/Renato Martins;Documentário;Jacqueline Filmes/Palmares Produções e Jornalismo;RJ/RJ;-;-;Jacqueline Filmes/Livres Filmes;5;478;6.344,44;
2016;B1600116800000;Glauco do Brasil;Zeca Brito;Documentário;Anti Filmes/Boulevard Filmes;RS/SP;-;-;Boulevard Filmes;4;241;1.951,00;
2016;B1500496500000;Hector;Edu Felistoque;Ficção;Felistoque Filmes;SP;Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes;RJ/SP/SP/SP;Polifilmes;2;150;1.180,00;
2016;B1500283900000;Henry Kayath: O Homem e Seu Tempo;Regina Jehá;Documentário;Lauper Films;SP;-;-;Lauper;1;18;282,73;
2016;B1600476600000;Hestórias da Psicanálise - Leitores de Freud;Francisco Ronald;Documentário;Cabelo Duro;SP;-;-;Espaço Filmes;22;10.716;161.799,88;
2016;B1301956300000;Histórias de Alice;Oswaldo Caldeira;Ficção;Oswaldo Caldeira Produções Cinematográficas;RJ;-;-;Pipa Produções;3;392;4.791,27;
2016;B1301798200000;Invasores;Marcelo Freitas Toledo de Melo;Ficção;Raiz Produções;SP;-;-;Raiz Distribuidora;3;475;3.953,00;
2016;B1600187400000;Jaime Lerner - Uma História de Sonhos;Carlos Deiró;Documentário;Deiro Filmes;PR;-;-;Pandora Filmes;3;408;5.512,25;
2016;B1600421600000;Jonas;Lô Politi;Ficção;Lô Politi;SP;Mastershot Produções/Rede Record de Televisão;SP/SP;Elite Filmes;15;1.421;18.896,65;
2016;B1600564300000;Lua em Sagitário;Márcia Paraíso;Ficção;Plural Filmes;SC;Canal Brasil;RJ;Elo Company;21;3.223;35.577,36;
2016;B1600442200000;Magal e os Formigas;Michael Ruman/Newton Cannito;Ficção;Moonshot Pictures;SP;Globo Filmes/Xanadu;RJ/RJ;Europa;17;849;11.512,14;
2016;B1600294500000;Mais Forte que o Mundo - A História de José Aldo;Afonso Poyart;Ficção;Black Maria/Paris Entretenimento;SP/SP;Globo Filmes/O2 Filmes;RJ/SP;Downtown/Paris;403;565.916;7.793.731,83;
2016;B1402855900000;Maresia;Marcos Guttmann;Ficção;Solar Filmes;RJ;Passaro Films/Canal Brasil/Guiza Produções Audiovisuais;RJ/RJ/RJ;E.H. Produções;8;891;10.153,18;
2016;B1600624200000;Marginal;Alex Miranda/Pedro Caldas;Documentário;Trator Filmes;SP;Globo Filmes;RJ;Trator Filmes;2;114;1.520,34;
2016;B1600314300000;Marias;Joana Mariani;Documentário;Primo Filmes;SP;-;-;Vitrine Filmes;17;1.708;22.312,56;
2016;B1500651700000;Mate-me por favor;Anita Rocha da Silveira;Ficção;Bananeira Filmes;RJ;Imovision;SP;Imovision;46;9.873;116.368,43;
2016;B1600280000000;Menino 23 - Infâncias Perdidas no Brasil;Belisario Franca;Documentário;Giros;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;12;7.102;94.626,80;
2016;B1600033400000;Meu Amigo Hindu;Hector Babenco;Ficção;HB Filmes;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Europa;44;24.044;377.955,30;
2016;B1600200900000;Meu Nome é Jacque;Angela Zoé;Documentário;Documenta Filmes;RJ;Globo Filmes;RJ;Documenta Produções;1;515;4.627,77;
2016;B1600382500000;Miller & Fried - As Origens do País do Futebol;Luiz Ferraz;Documentário;Olé Produções;SP;Globo Filmes;RJ;Olé Produções;2;240;3.155,83;
2016;B1600716500000;Minha mãe é uma peça 2;César Rodrigues;Ficção;DiamondBack;RJ;Migdal Filmes/Downtown Filmes/Globo Filmes/Paris Filmes/Xanadu;RJ/RJ/RJ/SP/RJ;Downtown/Paris;1.125;9.235.184;124.687.721,82;
2016;B1600716200000;Muleque Té Doido 2: A Lenda de Dom Sebastião;Erlanes Duarte;Ficção;Rafaela Gonçalves;MA;-;-;Rafaela Gonçalves;17;69.753;893.822,57;
2016;B1500661200000;Mundo Cão;Marcos Jorge;Ficção;Zencrane Filmes;SP;Migdal Filmes/Globo Filmes/Lereby;RJ/RJ/RJ;Downtown/Paris;91;19.670;287.574,90;
2016;B1402347100000;Mundo Deserto de Almas Negras;Ruy Veridiano;Ficção;Heavybunker;SP;-;-;Heavy Bunker;4;533;8.447,55;
2016;B1600416100000;Mãe só há uma;Anna Muylaert;Ficção;África Filmes;SP;Dezenove Som e Imagens/Canal Brasil;SP/RJ;Vitrine Filmes;51;33.461;434.613,08;
2016;B1600656600000;Nascida de Novo;Mary Grace Hughes;Ficção;Mary Grace Hughes;SP;Fabio da Silva Leme/Bless Filmes/Starcine Audiovideo Produções;-/MG/MG;Maria da Graça Hughes;5;3.049;40.147,00;
2016;B1500257400000;Nervos de Aço;Maurice Capovilla;Ficção;Saturna Produções;RJ;Canal Brasil/Atama Filmes;RJ/RS;Livres Filmes;1;127;2.042,07;
2016;B1402652900000;Nise - O Coração da Loucura;Roberto Berliner;Ficção;TV Zero Cinema/TV Zero Produções;RJ/RJ;-;-;Imagem;80;154.238;2.227.284,34;
2016;B1600109200000;No Vermelho;Marcelo Reis;Documentário;Blest - Bagulium Loquo Est;MG;Postura Digital;MG;Blest;1;238;2.160,00;
2016;B1600047500000;Nos Passos do Mestre;André Marouço;Documentário;Mundo Maior Filmes;SP;-;-;Vitrine Filmes;19;26.655;350.408,88;
2016;B1500899000000;Nós duas descendo a escada;Fabiano de Souza;Ficção;Rainer Cine;RS;-;-;Lança Filmes;6;1.438;18.085,44;
2016;B1600585600000;O Amor de Catarina;Gil Baroni;Ficção;Beija Flor Filmes;PR;-;-;Europa;69;4.457;54.173,47;
2016;B1600690400000;O amor no divã;Alexandre Reinecke;Ficção;Tortuga Studios;SP;-;-;Vitrine Filmes;42;4.607;63.300,48;
2016;B1402130700000;O Ardor;Pablo Fendrik;Ficção;Bananeira Filmes;RJ;-;-;Imagem;3;234;3.710,42;
2016;B1600227000000;O Caseiro;Julio Santi;Ficção;Nexus Cinema;SP;Urano Films;SP;Europa;61;11.856;153.425,65;
2016;B1600094200000;O Começo da Vida;Estela Renner;Documentário;Maria Farinha Filmes;SP;-;-;Maria Farinha Filmes;32;35.194;234.170,91;
2016;B1600041400000;O diabo mora aqui;Dante Vescio/Rodrigo Gasparini;Ficção;Marlucco Visão;SP;-;-;Pandora Filmes;5;1.055;18.558,64;
2016;B1600100300000;O Escaravelho do Diabo;Carlo Milani;Ficção;Dezenove Som e Imagens;SP;Globo Filmes/Lereby/Telecine;RJ/RJ/RJ;Downtown/Paris;363;82.634;1.024.437,54;
2016;B1600713100000;O Filho Eterno;Paulo Machline;Ficção;Camisa Treze Cultural;SP;Globo Filmes/Guel Produtora;RJ/RJ;Sony;60;22.007;348.365,26;
2016;B1402235800000;O Gigantesco Imã;Petrônio Lorena/Tiago Scorza;Documentário;Mont Serrat Filmes;PE;Aiuru Filmes/Nosotros & Los Demás Produções Artísticas;RJ/PE;Inquieta Cinema Cultura e Comunicação;6;390;2.776,00;
2016;B1301988900000;O Mestre e o Divino;Tiago Campos;Documentário;Vídeo nas Aldeias;PE;-;-;Livres Filmes;7;728;7.703,95;
2016;B1500837400000;O Outro Lado do Paraíso;André Ristum;Ficção;Mercado Filmes;DF;Geração Editorial/Sombumbo Filmes/Sincrocine/Telecine/Canal Brasil;SP/SP/RJ/RJ/RJ;Europa;21;7.331;94.102,19;
2016;B1600408200000;O Roubo da Taça;Caito Ortiz;Ficção;Prodigo Films;SP;-;-;Downtown/Paris;192;30.209;397.360,64;
2016;B1600567900000;O Shaolin do Sertão;Halder Gomes;Ficção;ATC Entretenimentos;CE;Globo Filmes/Telecine/Maiomidia Comunicação;RJ/RJ/RJ;Downtown/Paris;187;610.741;7.973.943,72;
2016;B1500150300000;O Signo das Tetas;Frederico Machado;Ficção;Lume Filmes;MA;-;-;Lume Produções Cinematográficas;6;373;4.125,65;
2016;B1600500300000;O Silêncio do Céu;Marco Dutra;Ficção;Camisa Treze Cultural;SP;Canal Brasil;RJ;Vitrine Filmes;25;11.236;142.259,09;
2016;B1500452100000;O Touro;Larissa Figueiredo;Documentário;Sto Lat Filmes;PR;-;-;Cazumbá Filmes;4;247;2.635,08;
2016;B1600710700000;O Vendedor de Sonhos;Jayme Monjardim;Ficção;Filmland Internacional;SP;-;-;Warner;418;673.269;9.148.523,00;
2016;B1500897000000;O Último Virgem;Felipe Bretas/Rilson Baco;Ficção;Patota Produções;RJ;Kliky/Multiphocus Arte & Comunicação/Paramount Pictures Brasil;RJ/RJ/RJ;Downtown/Paris;340;126.841;1.587.433,36;
2016;B1600514100000;Olympia 2016;Rodrigo Mac Niven;Ficção;Rodrigo Mac Niven;RJ;-;-;Fênix Filmes;3;578;8.598,65;
2016;B1600036400000;Os dez mandamentos - O filme;Alexandre Avancini;Ficção;Rede Record de Televisão;SP;-;-;Downtown/Paris;1.127;11.305.479;116.833.026,88;
2016;B1402391300000;Os Inimigos Da Dor;Arauco Hernández;Ficção;Primo Filmes;SP;-;-;Primo Filmes;3;312;3.913,00;
2016;B1600341800000;Os Outros;Sandra Werneck;Documentário;Cineluz Produções;RJ;-;-;Cineluz Produções;12;592;7.139,27;
2016;B1600280100000;Os Senhores da Guerra;Tabajara Ruas;Ficção;Walper Ruas Produções;RS;-;-;Walper Ruas;18;5.197;66.005,52;
2016;B1402524100000;Os Sonhos de um Sonhador - A História de Frank Aguiar;Caco Milano;Ficção;Nation Filmes;SP;Caco Milano/Maristela Filmes;SP/SP;Elite Filmes;7;567;6.306,56;
2016;B1600602000000;Palmeiras, o Campeão do Século;Kim Teixeira/Mauro Betting;Documentário;Canal Azul;SP;-;-;Conexão Cultural;8;5.336;76.393,14;
2016;B1500177200000;Para Minha Amada Morta;Aly Muritiba;Ficção;Grafo Audiovisual;PR;-;-;Vitrine Filmes;35;7.153;89.674,13;
2016;B1600358100000;Paratodos;Marcelo Mesquita;Documentário;Sala 12;SP;Barry Company;SP;O2 Play;14;3.146;38.233,51;
2016;B1600294100000;Paulina;Santiago Mitre;Ficção;Videofilmes;RJ;-;-;Esfera Produções;19;15.324;209.170,77;
2016;B1600530200000;Pequeno Segredo;David Schurman;Ficção;Schurmann Filmes;SP;Ocean Films/Instituto Kat Schurmann;SC/SC;Diamond Films;259;187.055;2.801.967,64;
2016;B1600494700000;Ponho a Mão no Fogo;André Amado;Ficção;2A Produções;RJ;-;-;2A Produções;1;59;320,00;
2016;B1600264400000;Ponto Zero;José Pedro Goulart;Ficção;Mínima;RS;Okna Produções;RS;Pandora Filmes;17;8.247;115.856,26;
2016;B1600368700000;Porta dos Fundos - Contrato Vitalício;Ian SBF;Ficção;Porta dos Fundos;RJ;Telecine;RJ;Downtown/Paris;515;454.569;6.208.337,13;
2016;B1600517400000;Precisamos Falar do Assédio;Paula Sacchetta;Documentário;Mira Filmes;SP;-;-;Mira Filmes;1;241;2.042,63;
2016;B1500399400000;Prova de Coragem;Roberto Gervitz;Ficção;M. Schmiedt Produções;RS;Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ;Europa/Vinny filmes;60;12.147;167.481,20;
2016;B1500562100000;Quanto Tempo o Tempo Tem;Adriana Dutra;Documentário;Inffinito;RJ;-;-;Infinito Produções;10;5.955;82.195,08;
2016;B1600466200000;Quem Você Quer Ser Nessa História?;Felipe Britto/Nelli Sampaio/Rodrigo Van Der Put;Documentário;Sant'Ana Filmes;RJ;-;-;Sant'Ana Filmes;1;319;3.761,76;
2016;B1600017500000;Ralé;Helena Ignez;Ficção;Mercúrio Produções;SP;Canal Brasil;RJ;Pandora Filmes;5;2.189;25.006,84;
2016;B1500899800000;Reza a Lenda;Homero Olivetto;Ficção;Biônica Filmes/Ouro 21;SP/SP;Globo Filmes/Guel Produtora;RJ/RJ;Imagem;382;377.670;4.979.716,42;
2016;B1500475400000;Rondon, o desbravador;Marcelo Santiago/Rodrigo Piovezan;Ficção;Rondon Produções & Filmes;MT;Movimento Filmes/Canal Brasil;RJ/RJ;Europa;15;2.321;23.670,40;
2016;B1402254300000;Sinfonia da Necrópole;Juliana Rojas;Ficção;Avoa Filmes;SP;-;-;Vitrine Filmes;11;2.288;29.250,81;
2016;B1600685000000;Sob Pressão;Andrucha Waddington;Ficção;Conspiração Filmes;RJ;Globo Filmes/Guel Produtora;RJ/RJ;H2O Films;76;39.237;542.520,79;
2016;B1600337700000;São Paulo em Hi-Fi;Lufe Steffen;Documentário;Cigano Filmes/Lufe Steffen;SP/SP;-;-;Cigano Filmes;3;3.526;34.655,61;
2016;B1500866700000;São Sebastião do Rio de Janeiro - A Formação de uma Cidade;Juliana de Carvalho;Documentário;Bang Filmes;RJ;-;-;Bang Filmes;6;5.080;44.764,81;
2016;B1600603400000;Tamo junto;Matheus Souza;Ficção;Zeugma Produções;RJ;RT Features/Bruno Jourdan Blochas/Pedro Vitor Azevedo;SP/-/-;Downtown/Paris;355;84.051;1.028.742,48;
2016;B1500861900000;Teobaldo Morto, Romeu Exilado;Rodrigo de Oliveira;Ficção;Pique-Bandeira Filmes;ES;Rodrigo de Oliveira;-;Pique-Bandeira Filmes;3;473;2.936,00;
2016;B1600765000000;Teresinha;Victor Ribeiro;Documentário;Paris Entretenimento;SP;Victor Films;SP;Paris;5;1.323;20.999,47;
2016;B1500496600000;Toro;Edu Felistoque;Ficção;Felistoque Filmes;SP;Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes;RJ/SP/SP/SP;Polifilmes;1;105;660,00;
2016;B1500269700000;Trago comigo;Tata Amaral;Ficção;Tangerina Entretenimento;SP;Primo Filmes/Manjericão Filmes;SP/SP;Pandora Filmes;12;3.023;36.371,93;
2016;B1500754900000;Travessias;Salete Paulina Machado Sirino;Ficção;Tigre Produções Cinematográficas;PR;-;-;Tigre Produções Cinematográficas;9;16.132;80.640,50;
2016;B1600083900000;Turbulência;Tiago Venâncio;Ficção;Arthur Vinciprova/Tiago Venâncio;RJ/RJ;-;-;Downtown/Paris;4;755;8.447,60;
2016;B1600043800000;Tô ryca!;Pedro Antônio;Ficção;Glaz Entretenimento;RJ;Telecine;RJ;Downtown/Paris;420;1.121.570;14.835.057,90;
2016;B1402301100000;Um Homem Só;Cláudia Jouvin;Ficção;Giros;RJ;Globo Filmes/Guel Produtora/Telecine;RJ/RJ/RJ;Downtown/Paris;57;4.184;59.021,39;
2016;B1600436900000;Um namorado para minha mulher;Júlia Rezende;Ficção;Paris Entretenimento;SP;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;435;665.999;9.028.755,59;
2016;B1600011000000;Um Suburbano Sortudo;Roberto Santucci;Ficção;Camisa Listrada;RJ;Panorama Filmes/Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ/RJ;Downtown/Paris;472;1.070.434;14.245.429,85;
2016;B1600305700000;Uma Loucura de Mulher;Marcus Ligocki Júnior;Ficção;Ligocki Entretenimento;DF;Telecine;RJ;Imagem;274;103.351;1.354.911,48;
2016;B1600067600000;Uma Noite em Sampa;Ugo Giorgetti;Ficção;SP Filmes de São Paulo;SP;O Príncipe;SP;O2 Play;11;3.228;49.131,22;
2016;B1500870400000;Vai que dá certo 2;Maurício Farias;Ficção;Fraiha Produções;RJ;Guel Produtora;RJ;Imagem;536;923.426;12.022.063,96;
2016;B1500489800000;Vampiro 40º;Marcelo Santiago;Ficção;Canal Brasil;RJ;Filmes do Equador;RJ;LC Barreto Filmes;2;204;2.919,50;
2016;B1600439700000;Vidas Partidas;Marcos Schetchman;Ficção;Voglia Produções;RJ;Guel Produtora;RJ;Europa;29;5.857;79.485,81;
2016;B1500407700000;Xingu Cariri Caruaru Carioca;Beth Formaggini;Documentário;4 Ventos Comunicação;RJ;-;-;4 Ventos Comunicação;7;583;5.888,15;
2016;B1402372200000;Yorimatã;Rafael Saar;Documentário;Dilúvio Produções;RJ;Tela Brasilis/Imagem-Tempo;RJ/RJ;Dilúvio Filmes;5;1.912;15.350,15;
2016;B1600036800000;Zoom;Pedro Morelli;Ficção;O2 Filmes;SP;-;-;Downtown/Paris;97;14.139;205.326,89;
2016;B1600019500000;Zé de Julião, Muito Além do Cangaço;Hermano Penna;Documentário;Luz XXI;SP;-;-;Luz XXI;6;196;2.905,88;
2016;B1600532800000;É fada!;Cris D'Amato;Ficção;Lereby;RJ;Globo Filmes/Imagem;RJ/SC;Imagem;732;1.722.069;21.240.910,24;
