Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2020;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);
2017;B1600403600000;Todas as cores da noite;Pedro Severien;Ficção;Orquestra Cinema Estúdios;PE;Luiz Otávio Pereira/Tomaz Alves Souza;PE/-;Inquieta Cinema Cultura e Comunicação;6;706;6.439,00;
2017;B1600625200000;Todas as Manhãs do Mundo;Lawrence Wahba/Tatiana Lohmann;Documentário;Canal Azul;SP;-;-;Fox;5;10.754;103.195,00;
2017;B1700581500000;Todas as meninas reunidas vamos lá;Carol Fernandes;Documentário;Paris Entretenimento;SP;Amora Digital;MG;Downtown/Paris;3;328;4.707,48;
2017;B1700498000000;Todos;Luiz Alberto Cassol/Marilaine Castro da Costa;Documentário;Accorde Filmes;RS;-;-;Accorde Audiovisuais;1;93;665,00;
2017;B1600068000000;Travessia;João Gabriel;Ficção;Zona de Produção;BA;-;-;O2 Play;32;4.590;60.574,27;
2017;B1700477000000;Tudo é projeto;Joana Mendes da Rocha/Patricia Rubano;Documentário;Olé Produções;SP;-;-;Olé Produções;3;588;9.435,10;
2017;B1600639200000;Um Casamento;Mônica Simões;Documentário;Klaxon Cultura Audiovisual;SP;Mônica Simões;SP;Pandora Filmes;7;440;4.464,09;
2017;B1500408100000;Um filme de cinema;Walter Carvalho;Documentário;República Pureza Filmes;RJ;-;-;ArtHouse;23;4.234;42.722,63;
2017;B1700177700000;Um Tio Quase Perfeito;Pedro Antônio;Ficção;Morena Filmes;RJ;-;-;H2O Films;331;559.584;7.728.436,39;
2017;B1700051600000;Vazante;Daniela Thomas;Ficção;Cisma Produções/Dezenove Som e Imagens;SP/SP;Globo Filmes/O2 Filmes;RJ/SP;Europa;30;10.178;148.149,67;
2017;B1600564100000;Vermelho Russo;Charly Braun;Ficção;Guinle Produções;SP;Muiraquitã Filmes;SP;Vitrine Filmes;22;7.992;122.476,29;
2017;B1700263500000;Viva o cinema!;Paulo Pastorelo;Documentário;Ebisu Filmes;SP;Escola Carlitos;SP;Ebisu Filmes;1;83;912,96;
2017;B1500916900000;Waiting for B.;Abigail Spindel/Paulo Cesar Toledo;Documentário;Popcon/Videosfera;SP/SP;-;-;Vitrine Filmes;28;1.774;11.383,44;
2017;B1402296700000;Yvone Kane;Margarida Cardoso;Ficção;Mpc Filmes;RJ;-;-;Bretz Filmes;3;162;2.424,19;
2017;B1301945900000;Éden;Bruno Safadi;Ficção;TB Produções;RJ;GreenGo Films;RJ;Livres Filmes;3;571;8.055,72;
2018;B1800380700000;10 Segundos Para Vencer;José Alvarenga Jr.;Ficção;Tambellini Filmes;RJ;Globo Filmes/Canal Brasil/Xanadu;RJ/RJ/RJ;Imagem;301;49.147;801.026,00;
2018;B1800469700000;A Cabeça De Gumercindo Saraiva;Tabajara Ruas;Ficção;Walper Ruas Produções;RS;-;-;Elo Company;27;5.154;55.517,00;
2018;B1600756100000;A Cidade Do Futuro;Cláudio Marques/Marilia Hughes Guerreiro;Ficção;Coisa de Cinema;BA;-;-;Vitrine Filmes/Espaço Filmes;22;11.786;153.437,00;
2018;B1600680500000;A Destruição De Bernardet;Claudia Priscilla/Pedro Marques;Documentário;Paleo TV;SP;Válvula Produções/Canal Brasil;SP/RJ;Paleotv;12;1.355;10.352,00;
2018;B1800033200000;A Imagem da Tolerância;Joana Mariani/Paula Trabulsi;Documentário;Maya Filmes/Planetário Filmes;SP/RJ;Globo Filmes;RJ;Espaço Filmes;8;671;10.006,00;
2018;B1600441200000;A Luta Do Século;Sérgio Machado;Documentário;Lata Filmes/Mar Grande Produções/Muiraquitã Filmes/Ondina Filmes/Planetario Filmes;RJ/SP/SP/BA/RJ;-;-;Vitrine Filmes;24;2.710;31.807,75;
2018;B1500169900000;A Misteriosa Morte De Pérola;Guto Parente;Ficção;Tardo Filmes;CE;Alumbramento;CE;Embaúba Filmes;4;157;1.156,00;
2018;B1700605000000;A Moça Do Calendário;Helena Ignez;Ficção;Mercúrio Produções;SP;-;-;Pandora Filmes;15;2.716;24.712,00;
2018;B1600543700000;A Repartição Do Tempo;Santiago Dellape;Ficção;400 Filmes;DF;Santiago Dellape/Davi Mattos;-;O2 Play;35;2.521;34.949,50;
2018;B1700248900000;A Superfície Da Sombra;Paulo Nascimento;Ficção;Accorde Filmes;RS;-;-;Panda Filmes;15;1.178;17.097,00;
2018;B1800131200000;A Tropa De Trapo - Na Selva Do Arco-Íris;Alex Colls;Animação;Raiz Produções;SP;Mono Estúdio de Animação;SP;Raiz Distribuidora;1;108;520,00;
2018;B1800115300000;A Vida Extra-Ordinária De Tarso De Castro;Leo Garcia/Zeca Brito;Documentário;Anti Filmes/Boulevard Filmes/Coelho Voador/Epifania Filmes;RS/SP/RS/RS;Canal Brasil;RJ;Boulevard Filmes;11;1.413;13.578,00;
2018;B1800262800000;A Voz Do Silêncio;André Ristum;Ficção;Sombumbo Filmes;SP;TC Filmes;SP;Imovision;19;3.195;43.698,00;
2018;B1800473500000;A Última Abolição;Alice de Andrade Gomes;Documentário;Gávea Filmes;RJ;Globo Filmes;RJ;Pipoca & Filmes;12;3.791;49.484,00;
2018;B1700329300000;A Última Chance;Paulo Thiago;Ficção;Melodrama Produções;RJ;Canal Brasil;RJ;Europa;2;96;1.066,00;
2018;B1700362500000;Abrindo O Armário;Dario Menezes/Luis Abramo;Documentário;Luba Filmes;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;21;1.641;14.791,00;
2018;B1700548300000;Alguma Coisa Assim;Esmir Filho/Mariana Bastos;Ficção;Saliva Shots;SP;Canal Brasil/Claraluz Filmes;RJ/SP;Vitrine Filmes;26;5.852;74.640,42;
2018;B1800130000000;Alguém Como Eu;Leonel Vieira;Ficção;Gullane;SP;Paris Entretenimento/Stopline Films Brasil/Telecine;SP/SP/RJ;Downtown/Paris;134;28.530;402.739,00;
2018;B1800166700000;Além Do Homem;Willians Biondani;Ficção;Bossa Nova Films;SP;Telecine;RJ;Imagem;28;2.841;47.539,00;
2018;B1800470600000;Amanhã Chegou;Renata Caldas Simões;Documentário;Atômica;SP;Canal Azul/Tocha Produções;SP/SP;Elo Company;21;709;6.339,00;
2018;B1800089800000;Amores de Chumbo;Tuca Siqueira;Ficção;Plano 9 Produções;PE;Garimpo Produção Ilimitada/Tuca Siqueira;PE/-;Elo Company;21;2.572;22.444,00;
2018;B1800330200000;Ana e Vitória;Matheus Souza;Ficção;Felipe Simas;SP;-;-;Vitrine Filmes;193;72.919;992.171,00;
2018;B1700331900000;Antes Do Fim;Cristiano Burlan;Ficção;Bela Filmes;SP;Canal Brasil;RJ;Bela Filmes;3;1.251;11.961,00;
2018;B1700306100000;Antes Que Eu Me Esqueça;Tiago Arakilian Affonso;Ficção;Titânio Produções;MG;Globo Filmes/Fraiha Produções/Xanadu;RJ/RJ/RJ;Imagem;66;16.232;281.853,00;
2018;B1700416900000;Aos Teus Olhos;Carolina Jabor;Ficção;Conspiração Filmes;RJ;Globo Filmes/Guel Produtora;RJ/RJ;Pagu Pictures;54;27.870;463.560,00;
2018;B1402180000000;Aprender a Ler pra Ensinar meus Camaradas;João Guerra;Documentário;Griot Filmes;BA;-;-;Griot Produções;1;37;545,00;
2018;B1700085300000;Arábia;Affonso Uchôa/João Dumans;Ficção;Affonso Uchôa/Katásia Filmes;MG/MG;-;-;Embaúba Filmes/Pique-Bandeira Filmes;28;11.780;158.233,00;
2018;B1700450500000;As Boas Maneiras;Juliana Rojas/Marco Dutra;Ficção;Dezenove Som e Imagens;SP;Globo Filmes/Xanadu;RJ/RJ;Imovision;28;11.420;172.734,00;
2018;B1800293900000;As Herdeiras;Marcelo Martinessi;Ficção;Esquina Filmes;RJ;-;-;Imovision;29;22.632;359.702,50;
2018;B1800228200000;Auto de Resistência;Lula Carvalho/Natasha Neri;Documentário;Kinofilme;RJ;-;-;Arthouse;13;2.940;39.835,00;
2018;B1700278300000;Baronesa;Juliana Antunes;Documentário;Ventura Filmes;RJ;Filmes de Plástico;MG;Vitrine Filmes;28;6.496;49.245,00;
2018;B1800106900000;Benzinho;Gustavo Pizzi;Ficção;Bubbles Project;RJ;TV Zero Cinema/Baleia Filmes/Telecine/Canal Brasil;RJ/RJ/RJ/RJ;Vitrine Filmes;43;39.639;599.494,00;
2018;B1700353800000;Berenice Procura;Allan Fiterman;Ficção;EH! Filmes;RJ;Canal Brasil/Bebinho Salgado 45/Naymar/Afinal Filmes;RJ/PE/RJ/RJ;H2O Films;25;6.138;92.563,00;
2018;B1700402100000;Blitz;Rene Tada Brasil;Ficção;Kinoosfera Filmes;SP;-;-;Pandora Filmes;1;264;2.502,00;
2018;B1800077400000;Bonifácio, O Fundador do Brasil;Mauro Ventura;Documentário;Ivin Films;RJ;-;-;Ivin Films;11;3.749;86.109,00;
2018;B1800218400000;Bravas Donnas - Memória Italiana;Adriana Silva;Documentário;Filmland Internacional;SP;-;-;Latinamerica Entretenimento Internacional;1;103;2.680,00;
2018;B1700013000000;Café Com Canela;Ary Rosa Duarte/Glenda Nicacio;Ficção;Rosza Filmes Produções;BA;-;-;Arco Audiovisual;17;10.523;120.842,00;
2018;B1700349900000;Caminho Do Mar;Paulo Roberto Abrantes;Documentário;Bang Filmes;RJ;-;-;Bang Filmes;2;1.037;7.242,00;
2018;B1700606900000;Camocim;Fellipe Fernandes/Quentin Delaroche;Documentário;Ponte Produtoras;PE;-;-;Vitrine Filmes;30;1.627;10.975,00;
2018;B1800073300000;Canastra Suja;Caio Soh;Ficção;Cinema Bruto;RJ;Ricardo Augusto Simões/Bianca Bin/Canal Brasil/Marco Ricca/MBrichta Produções Artísticas/Mistika/Taregue Produções Artísticas;-/SP/RJ/-/RJ/SP/RJ;Arthouse;23;2.071;27.185,00;
2018;B1700560500000;Cartas para um Ladrão de Livros;Caio Cavechini/Carlos Juliano Barros;Documentário;Boutique Filmes;SP;Globo Filmes;RJ;Boutique Filmes;4;359;5.592,00;
2018;B1800264200000;Carvana;Lulu Corrêa;Documentário;Mac Comunicacão;RJ;-;-;Mac Comunicação;6;711;7.590,00;
2018;B1800482700000;Chacrinha, O Velho Guerreiro;Andrucha Waddington;Ficção;Globo Filmes/Media Bridge;RJ/RJ;Conspiração Filmes/José Bonifácio de Oliveira Sobrinho;RJ/-;Paris;270;36.195;529.851,00;
2018;B1800184900000;Chega De Fiu Fiu;Amanda K. Lemos/Fernanda Alves Frazao;Documentário;Brodagem Filmes;SP;-;-;Taturana;4;1.048;13.860,00;
2018;B1700249500000;Comboio De Sal E Açúcar;Licinio Azevedo;Ficção;Panda Filmes;RS;-;-;Livres Filmes;19;3.130;40.467,00;
2018;B1800311900000;Como Fotografei Os Yanomami;Otavio Cury;Documentário;Outros Filmes;SP;Studio Riff;SP;Descoloniza Filmes;3;345;3.676,00;
2018;B1700416600000;Como Você Me Vê?;Felipe Bond;Documentário;Bond's Produções;RJ;Canal Brasil;RJ;Bond'S Filmes;2;167;2.305,00;
2018;B1700468400000;Como É Cruel Viver Assim;Júlia Rezende;Ficção;Morena Filmes;RJ;-;-;H2O Films;38;5.181;75.055,00;
2018;B1700449500000;Construindo Pontes;Heloisa Passos;Documentário;Máquina Filmes;PR;-;-;Máquina Filmes;10;2.538;24.710,00;
2018;B1700529900000;Coração de Cowboy;Gui Pereira;Ficção;Dodo Filmes;SP;-;-;O2 Play;198;30.688;414.522,00;
2018;B1600707400000;Corpo em Terapia;Márcia Paveck;Documentário;RB6;SP;Araruna Filmes/Márcia Paveck;SP/-;Rb6;2;607;8.435,00;
2018;B1800340300000;Crô Em Familia;Cininha de Paula;Ficção;Total Entertainment;RJ;Globo Filmes/Xanadu;RJ/RJ;Imagem;613;478.114;6.822.165,00;
2018;B1700580400000;Dedo na Ferida;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ;FISENGE/SENGE RJ;RJ/RJ;Caliban;11;4.720;65.100,00;
2018;B1800561400000;Detetives do Prédio Azul 2 - O Mistério Italiano;Vivianne Jundi;Ficção;Paris Entretenimento;RJ;Globo Filmes/Globosat/Rsmts Empreendimentos e Participações;RJ/RJ/RJ;Paris;1.046;1.327.627;18.037.996,80;
2018;B1800445100000;Diamantino;Gabriel Abrantes;Ficção;Syndrome Films;RJ;-;-;Vitrine Filmes;17;3.830;53.958,00;
2018;B1800530700000;Diário da Greve;Guilherme Sarmiento;Ficção;Griot Filmes;BA;-;-;Griot Produções;1;8;95,00;
2018;B1800422100000;Djon África;Filipa Reis/João Miller Guerra;Ficção;Desvia;PE;-;-;Vitrine Filmes;36;3.183;21.115,00;
2018;B1700316900000;Em 97 Era Assim;Zeca Brito;Ficção;Panda Filmes;RS;Coelho Voador/Anti Filmes;RS/RS;Bretz Filmes;17;1.238;14.283,00;
2018;B1700546500000;Em Nome Da América;Fernando Weller;Documentário;Jaragua Produções/Plano 9 Produções;PE/PE;Fernando Weller;-;Inquieta Cinema Cultura e Comunicação;6;1.188;10.648,00;
2018;B1700189700000;Em Um Mundo Interior;Flavio Frederico/Mariana Pamplona;Documentário;Kinoscópio;SP;Inacreditavel Comercio de Aparelhos Fotograficos e Servicos Ltda - Me;SP;Elo Company;29;2.364;23.868,00;
2018;B1700402200000;Escolas em Luta;Eduardo Consonni/Rodrigo T. Marques/Tiago Tambelli;Documentário;Lente Viva Filmes;SP;Complô;SP;Taturana;1;311;2.245,00;
2018;B1700544600000;Estrada De Sonhos;Pedro Von Krüger;Documentário;Com Domínio Filmes;RJ;-;-;Com Domínio Filmes;2;332;4.991,00;
2018;B1101515900000;Estradeiros;Renata Pinheiro/Sérgio Oliveira;Documentário;Aroma Filmes/Sergio Oliveira;PE/-;EBC TV Brasil;DF;Boulevard Filmes;2;183;1.275,00;
2018;B1800462300000;Excelentíssimos;Douglas Duarte;Documentário;Esquina Filmes;RJ;-;-;Vitrine Filmes;11;2.210;25.557,00;
2018;B1800001000000;Ex-Pajé;Luiz Bolognesi;Documentário;Buriti Filmes;SP;Gullane;SP;Gullane Entretenimento;14;9.133;130.030,00;
2018;B1800056700000;Ferrugem;Aly Muritiba;Ficção;Grafo Audiovisual;PR;Globo Filmes/Canal Brasil/O2 Filmes;RJ/RJ/SP;Olhar Distribuição;60;27.880;362.439,00;
2018;B1600412300000;Fica Mais Escuro Antes Do Amanhecer;Thiago Luciano;Ficção;Zero Grau Filmes;SP;Canal Brasil;RJ;O2 Play;12;540;6.648,00;
2018;B1800044200000;Filme Paisagem - Um Olhar Sobre Roberto Burle Marx;João Vargas;Documentário;Camisa Listrada;RJ;João Vargas;-;Elo Company;8;2.182;30.833,00;
2018;B1600754000000;Gaby Estrella;Cláudio Boeckel;Ficção;Chatrone America Latina/Panorâmica;SP/RJ;-;-;Downtown/Paris;153;37.679;506.245,00;
2018;B1700529800000;Garimpeiros do Voto;Ernesto Rodrigues;Documentário;Bizum Comunicação;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Bizum;1;75;328,00;
2018;B1700481900000;Grandes Médicos;Luiz Alberto Cassol/Marilaine Castro da Costa;Documentário;Accorde Filmes;RS;-;-;Accorde Audiovisuais;1;24;190,00;
2018;B1800152000000;Guarnieri;Francisco Lima Guarnieri;Documentário;Mira Filmes;SP;-;-;Mira Filmes;6;199;769,00;
2018;B1700605900000;Górgona;Fábio Furtado/Pedro Jezler;Documentário;Fábio Galvani Furtado/Pedro Cavalheiro Jezler; -;-;-;Espaço Filmes;4;224;4.189,00;
2018;B1700469700000;Henfil;Angela Zoé;Documentário;Documenta Filmes;RJ;Globo Filmes/Canal Brasil;RJ/RJ;O2 Play;25;2.480;32.182,00;
2018;B1800290300000;Hilda Hilst Pede Contato;Gabriela Greeb;Documentário;Homemadefilms;SP;-;-;Imovision;17;3.936;53.086,00;
2018;B1700065100000;Histórias Que Nosso Cinema (Não) Contava;Fernanda Pessoa;Documentário;Pessoa Produções Artísticas;SP;Studio Riff;SP;Boulevard Filmes;16;3.892;46.222,00;
2018;B1700374300000;Híbridos, Os Espíritos do Brasil;Priscilla Telmon/Vincent Moon;Documentário;Feever Filmes;RJ;-;-;Descoloniza Filmes;5;1.420;22.841,00;
2018;B1600193300000;Imagens Do Estado Novo 1937-45;Eduardo Escorel;Documentário;Tatu Filmes;SP;-;-;Brasil 1500;5;2.701;39.625,00;
2018;B1800449100000;Intimidade Entre Estranhos;José Alvarenga Jr.;Ficção;Migdal Filmes;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Vitrine Filmes;35;4.174;64.390,00;
2018;B1800548300000;Isto (Não) É Um Assalto;Rodrigo Souza Grota;Documentário;Kinopus;PR;-;-;Kinopus;4;1.067;10.261,00;
2018;B1800046600000;Legalize Já - Amizade Nunca Morre;Gustavo Bonafé/Johnny Araújo;Ficção;Academia de Filmes;SP;Telecine/Rede Record de Televisão;RJ/SP;Imagem;173;36.283;533.299,00;
2018;B1700307700000;Literalmente Especiais;Victor Molin;Documentário;Filmland Internacional;SP;-;-;Latinamerica Entretenimento Internacional;1;295;3.033,00;
2018;B1700605800000;Los Territorios;Ivan Pablo Granovsky;Documentário;Punta Colorada de Cinema;SP;Sancho Filmes;SP;Vitrine Filmes;10;878;8.536,00;
2018;B1800260300000;Marcha Cega;Gabriel Di Giacomo;Documentário;Salvatore Filmes;SP;-;-;Elo Company;21;900;6.692,00;
2018;B1700000300000;Marcos Medeiros - Codinome Vampiro;Vicente Duque Estrada;Documentário;Cavideo Produções;RJ;Canal Brasil;RJ;Cavideo Produções;1;117;1.615,00;
2018;B1800092400000;Mare Nostrum;Ricardo Elias;Ficção;Raiz Produções;SP;-;-;Imovision;21;1.950;25.177,00;
2018;B1800002100000;Mata Negra;Rodrigo Simões Aragão;Ficção;Fábulas Negras Produções Artísticas;ES;Finordia Produções;ES;Elo Company;22;1.072;10.033,00;
2018;B1800177600000;Memória Italiana - Histórias Em Família;Adriana Silva;Documentário;Filmland Internacional;SP;-;-;Latinamerica Entretenimento Internacional;1;77;854,00;
2018;B1700306600000;Memórias De Uma Escola;Adriana Silva;Documentário;Filmland Internacional;SP;-;-;Latinamerica Entretenimento Internacional;1;275;2.834,00;
2018;B1700480400000;Meu Tio E O Joelho De Porco;Rafael Terpins;Documentário;A Fantástica Fábrica de Filmes;SP;Canal Brasil;RJ;Elo Company;22;475;4.140,00;
2018;B1800505200000;Meu Tricolor de Aço;Glauber Filho/Tibico Brasil/Valdo Siqueira;Documentário;Estação Luz Filmes;CE;-;-;Estação Luz Filmes;16;9.591;141.650,00;
2018;B1800563600000;Minas do Futebol;Yugo Hattori;Documentário;Paris Entretenimento;SP;Alvorada Filmes;SP;Paris;2;41;556,00;
2018;B1800539000000;Minha Vida Em Marte;Susana Garcia;Ficção;Capri Produções;RJ;A Fábrica/Globo Filmes/Xanadu;RJ/RJ/RJ;Downtown/Paris;925;5.235.609;81.121.551,25;
2018;B1800300700000;Missão 115;Silvio Da-Rin;Documentário;Diálogo Comunicação;RJ;Afinal Filmes;RJ;Bretz Filmes;8;1.467;20.520,00;
2018;B1700465300000;Moacir;Tomas Lipgot;Documentário;Miração Filmes;SP;-;-;Miração Filmes;5;375;4.298,00;
2018;B1700614000000;Motorrad;Vicente Amorim;Ficção;Filmland Internacional;SP;-;-;Warner;166;10.493;141.413,00;
2018;B1800269200000;Mulheres Alteradas;Luis Pinheiro;Ficção;O2 Filmes;SP;Globo Filmes/Telecine;RJ/RJ;Downtown/Paris;163;92.611;1.440.499,00;
2018;B1402254000000;My Name Is Now, Elza Soares;Elizabete Martins Campos;Documentário;IT Filmes;MG;-;-;It Filmes;13;2.836;43.868,00;
2018;B1800110100000;Nada A Perder;Alexandre Avancini;Ficção;Record Entretenimento;SP;-;-;Downtown/Paris;1.161;12.184.373;120.992.794,00;
2018;B1700184000000;Nova Amsterdam;Edson Soares;Ficção;Engady Cine Vídeo;RN;-;-;Engady Cine Vídeo;2;608;8.698,00;
2018;B1800010300000;Não Se Aceitam Devoluções;Andre Torres Moraes;Ficção;Total Entertainment;RJ;-;-;Fox;488;292.740;4.182.222,00;
2018;B1700456600000;O Animal Cordial;Gabriela Amaral Almeida;Ficção;Us One;SP;Canal Brasil;RJ;Califórnia;22;8.547;121.895,00;
2018;B1500416000000;O Animal Sonhado;Breno Baptista/Luciana Vieira/Rodrigo Fernandes/Samuel Brasileiro/Ticiana Augusto Lima/Victor Costa Lopes;Ficção;Tardo Filmes;CE;-;-;Olhar Distribuição;1;117;994,00;
2018;B1800501600000;O Avental Rosa;Jayme Monjardim;Ficção;Accorde Filmes;RS;Globo Filmes;RJ;Accorde Audiovisuais;1;126;800,00;
2018;B1700260300000;O Banquete;Daniela Thomas;Ficção;Cisma Produções;SP;T + T Projetos;SP;Imovision;30;10.057;167.597,00;
2018;B1700584300000;O Beijo No Asfalto;Murilo Benício;Ficção;República Pureza Filmes;RJ;Canal Brasil;RJ;Arthouse;31;11.002;140.891,00;
2018;B1800307900000;O Candidato Honesto 2;Roberto Santucci;Ficção;Camisa Listrada/Panorama Filmes;RJ/RJ;Telecine;RJ;Downtown/Paris;736;580.568;8.363.263,00;
2018;B1700451600000;O Caso do Homem Errado;Camila de Moraes;Documentário;Praça de Filmes;RS;-;-;Interagir Cultural;2;1.207;10.797,00;
2018;B1800323800000;O Colar De Coralina;Reginaldo Gontijo;Ficção;Brasilirica;DF;Lua Virada;DF;O2 Play;55;2.876;32.843,00;
2018;B1800055100000;O Cravo e a Rosa - O Documentário;Jorge Farjalla;Documentário;Kellys Kelfis;RJ;-;-;Nozes Produções;1;6;70,00;
2018;B1700615400000;O Desmonte Do Monte;Sinai Sganzerla;Documentário;Mercúrio Produções;SP;-;-;Mercúrio Produções;9;5.121;69.773,00;
2018;B1800397100000;O Doutrinador - O Filme;Gustavo Bonafé;Ficção;Paris Entretenimento;SP;Telecine;RJ;Downtown;467;276.658;3.933.475,00;
2018;B1800446400000;O Fantástico Patinho Feio;Denilson Félix;Documentário;Caldo de Cana Filmes;DF;-;-;Elo Company;25;596;5.714,00;
2018;B1800000800000;O Grande Circo Mistico;Cacá Diegues;Ficção;Luz Mágica Produções;RJ;Globo Filmes;RJ;H2O Films;152;51.480;836.874,00;
2018;B1800115600000;O Homem Perfeito;Marcus Baldini;Ficção;Damasco Filmes;SP;Popcon/Telecine;SP/RJ;Downtown;46;11.289;178.904,00;
2018;B1800398300000;O Homem que Parou o Tempo;Hilnando SM;Ficção;Hilnando Souto Mendes;RJ;-;-;Elo Company;22;982;8.236,00;
2018;B1700090400000;O Jabuti e a Anta;Eliza Capai;Documentário;Usina de Imagens;ES;1979 Curadoria e Criatividade Musical e Sonora/Associação Civil Greenpeace/Marina Yamaoka/Daesquina/Carol Quintanilha;SP/SP/SP/SP/SP;Taturana;1;202;1.905,00;
2018;B1800247400000;O Muro;Lula Buarque de Hollanda;Documentário;Espiral;RJ;-;-;Espiral;2;205;2.661,00;
2018;B1700513700000;O Nome da Morte;Henrique Goldman;Ficção;TV Zero Cinema;RJ;Globo Filmes/O2 Filmes;RJ/SP;Imagem;139;45.766;711.964,00;
2018;B1800187300000;O Nó do Diabo;Gabriel Martins/Ian Abé/Jhésus Tribuzi/Ramon Porto Mota;Ficção;Vermelho Profundo;PB;Elna Design;PB;Elo Company;25;2.061;18.631,00;
2018;B1800324100000;O Paciente, O Caso Tancredo Neves;Sergio Rezende;Ficção;Morena Filmes;RJ;Globo Filmes/Xanadu/Telecine;RJ/RJ/RJ;Paris;87;40.793;818.899,00;
2018;B1800130600000;O Processo;Maria Augusta Ramos;Documentário;Nofoco Filmes;RJ;Canal Brasil;RJ;Vitrine Filmes;63;66.137;916.587,00;
2018;B1800038700000;O Renascimento do Parto 2;Eduardo Chauvet;Documentário;808 Filmes Fora da Lata;DF;-;-;Espaço Filmes;41;6.234;100.785,00;
2018;B1800387700000;O Renascimento do Parto 3;Eduardo Chauvet;Documentário;808 Filmes Fora da Lata;DF;-;-;Espaço Filmes;13;1.434;27.773,00;
2018;B1800346100000;O Segredo De Davi;Diego Freitas;Ficção;Parakino Filmes;SP;Movioca Content House/EH! Filmes;SP/RJ;Elo Company;84;9.104;111.883,00;
2018;B1700159700000;O Silêncio Da Noite É Que Tem Sido Testemunha Das Minhas Amarguras;Petrônio Lorena;Documentário;Nosotros & Los Demás Produções Artísticas;PE;Candiero Produções;PE;Inquieta Cinema Cultura e Comunicação;5;794;7.191,00;
2018;B1800193400000;O Silêncio É Uma Prece;Candé Salles;Documentário;Cygnus Media;SP;-;-;Downtown/Paris;29;5.613;97.684,00;
2018;B1800509700000;Onde a Moeda Cai em Pé - A História do São Paulo Futebol Clube;Alexandre Boechat/Andre Plihal/Pedro Jorge/Ricardo Aidar;Documentário;Canal Azul;SP;ESPN Brasil;SP;Elo Company;22;3.854;34.564,00;
2018;B1700406200000;Os Caubóis do Apocalipse;Diego da Costa;Ficção;Pietà Filmes;SP;-;-;Pietà Filmes;4;394;7.020,00;
2018;B1800546900000;Os Exterminadores do Além Contra a Loira do Banheiro;Fabrício Bittar;Ficção;Clube Filmes;SP;-;-;Vitrine Filmes;314;181.695;2.341.605,00;
2018;B1700611000000;Os Farofeiros;Roberto Santucci;Ficção;Camisa Listrada/Panorama Filmes;RJ/RJ;Telecine;RJ;Downtown/Paris;725;2.604.733;36.821.637,00;
2018;B1500794300000;Os Incontestáveis;Alexandre Serafini;Ficção;Ladart Produções;ES;-;-;Livres Filmes;12;789;7.676,00;
2018;B1700431000000;Outra História Do Mundo;Guillermo Casanova;Ficção;Três Mundos Produções;RJ;-;-;Fênix Filmes/Tucumán;19;5.526;86.119,00;
2018;B1800127700000;Pagliacci;Chico Gomes/Julio Hey/Luiz Villaça/Luiza Villaça/Pedro Moscalcoff;Documentário;Bossa Nova Films;SP;Globo Filmes/Canal Brasil;RJ/RJ;Pandora Filmes;2;570;7.805,00;
2018;B1700026000000;Para Ter Onde Ir;Jorane Castro;Ficção;Cabocla Filmes/Rec Produtores Associados;PA/PE;-;-;O2 Play;8;1.692;13.566,00;
2018;B1800202100000;Paraíso Perdido;Monique Gardenberg;Ficção;Dueto Filmes;RJ;Casé Filmes;RJ;Vitrine Filmes;103;21.598;321.489,00;
2018;B1800487600000;Parquelândia;Cecília da Fonte;Documentário;Ventana Filmes;PE;-;-;Taturana;1;239;1.622,00;
2018;B1700590500000;Paulistas;Daniel Nolasco;Documentário;Estúdio Giz;RJ;Daniel Nolasco/Panaceia Filmes;GO/GO;Vitrine Filmes;17;1.089;7.227,00;
2018;B1700011500000;Peixonauta: O Filme;Celia Serra/Kiko Mistrorigo/Rodrigo Eba!;Animação;TV Pinguim;SP;-;-;Riofilme;90;22.144;300.329,00;
2018;B1700088100000;Pela Janela;Caroline Leone;Ficção;Dezenove Som e Imagens;SP;-;-;Vitrine Filmes;27;5.251;38.358,00;
2018;B1700242100000;Piripkura;Bruno Jorge/Mariana Oliva/Renata Terra;Documentário;Zeza Filmes;SP;-;-;Synapse;6;908;16.809,00;
2018;B1700527500000;Pra Ficar Na História;Boca Migotto;Documentário;Globo Filmes;RJ;Epifania Filmes/Teimoso Filmes e Artes;RS/RS;Pipoca & Filmes;2;309;2.582,00;
2018;B1700405200000;Praça Paris;Lucia Murat;Ficção;Taiga Filmes e Vídeo;RJ;Telecine;RJ;Imovision;21;13.348;206.149,00;
2018;B1500585400000;Quase Memória;Ruy Guerra;Ficção;Kinossaurus Filmes;RJ;Globo Filmes/Lereby;RJ/RJ;Pandora Filmes;19;4.188;60.683,00;
