Listagem de Distribuidoras 2009 a 2020;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano de exibição;Distribuidora;Número de Registro Ancine;Origem da empresa distribuidora;Público;Público Filmes Brasileiros;Renda (R$);Renda Filmes Brasileiros (R$);Títulos Exibidos;Títulos Brasileiros Exibidos;Títulos Lançados;Títulos Brasileiros Lançados;;
2018;Alphaville Filmes;6418;Distribuição Nacional;4.941;0;58.859,00;0,00;13;0;0;0;;
2018;Alphaville Filmes/Alpha Filmes;6418/5963;Distribuição Nacional;30;0;388,00;0,00;1;0;0;0;;
2018;Anagrama Filmes;38807;Distribuição Nacional;343.770;0;4.984.386,00;0,00;1;0;1;0;;
2018;Arco Audiovisual;36329;Distribuição Nacional;10.523;10.523;120.842,00;120.842,00;1;1;1;1;;
2018;Arcoplex;24035;Distribuição Nacional;1.970;0;28.933,00;0,00;1;0;1;0;;
2018;ArtHouse;22808;Distribuição Nacional;14.512;14.512;197.399,00;197.399,00;7;7;5;5;;
2018;Bang Filmes;1126;Distribuição Nacional;1.037;1.037;7.242,00;7.242,00;1;1;1;1;;
2018;Bela Filmes;18625;Distribuição Nacional;1.251;1.251;11.961,00;11.961,00;1;1;1;1;;
2018;Bizum;1013;Distribuição Nacional;154;154;847,00;847,00;2;2;2;2;;
2018;Bond's Filmes;28525;Distribuição Nacional;167;167;2.305,00;2.305,00;1;1;1;1;;
2018;Bonfilm;14462;Distribuição Nacional;21.131;0;308.114,00;0,00;7;0;5;0;;
2018;Boulevard Filmes;17484;Distribuição Nacional;5.488;5.488;61.075,00;61.075,00;3;3;3;3;;
2018;Boutique Filmes;22631;Distribuição Nacional;359;359;5.592,00;5.592,00;1;1;1;1;;
2018;Brasil 1500;299;Distribuição Nacional;2.826;2.826;40.660,00;40.660,00;2;2;1;1;;
2018;Bretz Filmes;19243;Distribuição Nacional;3.126;3.126;41.985,00;41.985,00;3;3;2;2;;
2018;Bretz Filmes/Pagu Pictures;19243/38312;Distribuição Nacional;3.158;3.158;48.332,00;48.332,00;2;2;1;1;;
2018;Caliban;854;Distribuição Nacional;4.720;4.720;65.100,00;65.100,00;1;1;1;1;;
2018;Califórnia;532;Distribuição Nacional;636.453;8.517;10.316.061,00;121.650,00;21;1;18;1;;
2018;Califórnia/Diamond Films;532/22724;Distribuição Nacional;3.651;0;58.110,00;0,00;1;0;1;0;;
2018;Califórnia/Taturana;532/38699;Distribuição Nacional;#N/D;0;0,00;0,00;0;0;0;0;;
2018;Cavideo Produções;11893;Distribuição Nacional;551;551;8.674,00;8.674,00;3;3;3;3;;
2018;Cineart Filmes;33340;Distribuição Nacional;130.709;0;1.943.076,00;0,00;11;0;7;0;;
2018;Cinecolor do Brasil;2631;Distribuição Nacional;2.493;0;53.324,00;0,00;1;0;1;0;;
2018;Cinemark Brasil;1843;Distribuição Nacional;112.174;0;1.796.451,00;0,00;1;0;1;0;;
2018;Com Domínio Filmes;16431;Distribuição Nacional;332;332;4.991,00;4.991,00;1;1;1;1;;
2018;Complô;16669;Distribuição Nacional;25;25;160,00;160,00;1;1;0;0;;
2018;Copa Filmes;16573;Distribuição Nacional;322;322;4.202,00;4.202,00;1;1;1;1;;
2018;Dada' N Zen Produções;25356;Distribuição Nacional;489;489;7.435,00;7.435,00;1;1;1;1;;
2018;Descoloniza Filmes;15977;Distribuição Nacional;4.231;1.765;60.113,00;26.517,00;4;2;4;2;;
2018;Diamond Films;22724;Distribuição Nacional;1.452.522;0;23.675.613,00;0,00;28;0;24;0;;
2018;Disney;18398;Distribuição Internacional;39.619.366;0;629.277.088,00;0,00;26;0;10;0;;
2018;DM Filmes;5816;Distribuição Nacional;220;220;2.707,00;2.707,00;1;1;1;1;;
2018;Downtown;4904;Distribuição Nacional;287.947;287.947;4.112.379,00;4.112.379,00;2;2;2;2;;
2018;Downtown/Paris;4904/11922;Distribuição Nacional;20.557.849;20.557.849;239.062.247,00;239.062.247,00;16;16;12;12;;
2018;Elo Company;5672;Distribuição Nacional;36.355;36.355;384.407,00;384.407,00;16;16;16;16;;
2018;Embaúba Filmes;23638;Distribuição Nacional;147;147;1.100,00;1.100,00;1;1;1;1;;
2018;Embaúba Filmes/Pique-Bandeira Filmes;23638/22312;Distribuição Nacional;11.749;11.749;157.981,00;157.981,00;1;1;1;1;;
2018;Engady Cine Vídeo;2935;Distribuição Nacional;340;340;4.323,00;4.323,00;1;1;1;1;;
2018;Erika Fromm;17028;Distribuição Nacional;1.406;0;24.854,00;0,00;1;0;1;0;;
2018;Esfera Produções;18039;Distribuição Nacional;8.692;0;133.589,00;0,00;5;0;3;0;;
2018;Espaço dos Satyros;34282;Distribuição Nacional;1.718;1.718;21.637,00;21.637,00;1;1;0;0;;
2018;Espaço Filmes;1083;Distribuição Nacional;17.344;8.563;296.357,00;142.753,00;7;4;6;4;;
2018;Espiral;22820;Distribuição Nacional;205;205;2.661,00;2.661,00;1;1;1;1;;
2018;Estação Luz Filmes;1591;Distribuição Nacional;9.541;9.541;141.001,00;141.001,00;1;1;1;1;;
2018;Europa;2250;Distribuição Nacional;50.545;942;738.125,00;12.082,00;4;3;1;1;;
2018;F. J. Cines;310;Distribuição Nacional;5.006;0;58.256,00;0,00;10;0;4;0;;
2018;Fênix Filmes;31931;Distribuição Nacional;37.192;0;519.571,00;0,00;6;0;4;0;;
2018;Fênix Filmes/Tucumán;31931/16132;Distribuição Nacional;10.001;5.526;157.466,00;86.119,00;2;1;2;1;;
2018;Filmes da Mostra;1797/29957;Distribuição Nacional;225;0;2.409,00;0,00;7;0;0;0;;
2018;Fox;256;Distribuição Internacional;16.089.616;292.790;250.380.953,00;4.182.472,00;22;2;15;1;;
2018;Griot Produções;22370;Distribuição Nacional;45;45;640,00;640,00;2;2;2;2;;
2018;Gullane Entretenimento;848;Distribuição Nacional;9.133;9.133;130.030,00;130.030,00;1;1;1;1;;
2018;H2O Films;24619/21541;Distribuição Nacional;67.127;62.439;1.067.057,00;999.412,00;4;3;4;3;;
2018;Imagem;1935;Distribuição Nacional;2.066.678;628.351;30.146.148,00;9.197.686,00;20;6;15;6;;
2018;Imagem/Califórnia;1935/532;Distribuição Nacional;1.133.842;0;17.163.859,00;0,00;5;0;5;0;;
2018;Imovision;11868/173;Distribuição Nacional;500.613;66.264;7.983.999,00;1.025.772,00;59;9;38;7;;
2018;Inquieta Cinema Cultura e Comunicação;29984;Distribuição Nacional;2.265;2.265;19.699,00;19.699,00;4;4;3;3;;
2018;Interagir Cultural;39351;Distribuição Nacional;1.207;1.207;10.797,00;10.797,00;1;1;1;1;;
2018;It Filmes;15829;Distribuição Nacional;2.836;2.836;43.868,00;43.868,00;1;1;1;1;;
2018;Ivin Films;37407;Distribuição Nacional;3.749;3.749;86.109,00;86.109,00;1;1;1;1;;
2018;Kinopus;4021;Distribuição Nacional;1.067;1.067;10.261,00;10.261,00;1;1;1;1;;
2018;Lança Filmes;25115;Distribuição Nacional;69.225;8.380;738.353,00;105.398,00;6;3;4;1;;
2018;Latinamerica Entretenimento Internacional;15368;Distribuição Nacional;750;750;9.401,00;9.401,00;4;4;4;4;;
2018;Lira Filmes;28406;Distribuição Nacional;2.286;2.286;31.830,00;31.830,00;1;1;1;1;;
2018;Livres Filmes;21870;Distribuição Nacional;3.959;3.959;48.318,00;48.318,00;3;3;2;2;;
2018;Lume Produções Cinematográficas;11990;Distribuição Nacional;66;66;450,00;450,00;1;1;0;0;;
2018;Mac Comunicação;281;Distribuição Nacional;689;689;7.506,00;7.506,00;1;1;1;1;;
2018;Máquina Filmes;1191;Distribuição Nacional;2.538;2.538;24.710,00;24.710,00;1;1;1;1;;
2018;Mares Filmes/A2 Filmes;3752/34811;Distribuição Nacional;108.745;0;1.725.053,00;0,00;6;0;6;0;;
2018;Mercúrio Produções;1436;Distribuição Nacional;5.121;5.121;69.773,00;69.773,00;1;1;1;1;;
2018;Mira Filmes;17344;Distribuição Nacional;199;199;769,00;769,00;1;1;1;1;;
2018;Miração Filmes;1860;Distribuição Nacional;375;375;4.298,00;4.298,00;1;1;1;1;;
2018;Modo Operante Produções;2719;Distribuição Nacional;0;0;0,00;0,00;1;1;0;0;;
2018;Moro Comunicação;5224;Distribuição Nacional;1.301;0;14.470,00;0,00;2;1;1;0;;
2018;Muk Produções/Enkapothado;19985/6550;Distribuição Nacional;573;573;10.049,00;10.049,00;1;1;1;1;;
2018;Nozes Produções;38830;Distribuição Nacional;6;6;70,00;70,00;1;1;1;1;;
2018;O2 Play;63;Distribuição Nacional;43.569;43.569;570.486,00;570.486,00;9;9;8;8;;
2018;Okna Produções;11871;Distribuição Nacional;198;0;1.569,00;0,00;1;0;0;0;;
2018;Olé Produções;15892;Distribuição Nacional;58;58;855,00;855,00;1;1;0;0;;
2018;Olhar Distribuição;37242;Distribuição Nacional;28.103;28.103;364.332,00;364.332,00;5;5;2;2;;
2018;Pagu Pictures;38312;Distribuição Nacional;85.282;47.430;1.372.586,00;752.411,00;6;4;6;4;;
2018;Paleotv;4958;Distribuição Nacional;1.355;1.355;10.352,00;10.352,00;1;1;1;1;;
2018;Panda Filmes;941;Distribuição Nacional;1.178;1.178;17.097,00;17.097,00;1;1;1;1;;
2018;Pandora Filmes;12443/333;Distribuição Nacional;179.105;11.168;2.814.410,00;143.800,00;21;7;14;5;;
2018;Paramount;169;Distribuição Internacional;5.929.825;0;96.523.550,00;0,00;12;0;7;0;;
2018;Paris;11922;Distribuição Nacional;6.950.064;992.366;102.121.573,00;14.145.325,00;37;5;28;5;;
2018;Pietà Filmes;20926;Distribuição Nacional;394;394;7.020,00;7.020,00;1;1;1;1;;
2018;Pipa Produções;5467;Distribuição Nacional;1.752;1.752;13.508,00;13.508,00;2;2;1;1;;
2018;Pipoca & Filmes;31411;Distribuição Nacional;4.100;4.100;52.066,00;52.066,00;2;2;2;2;;
2018;Playarte;443;Distribuição Nacional;358.610;0;5.079.974,00;0,00;8;0;6;0;;
2018;Polifilmes/Spcine;2550/32360;Distribuição Nacional;113;113;1.130,00;1.130,00;1;1;0;0;;
2018;Raiz Distribuidora;11792;Distribuição Nacional;108;108;520,00;520,00;1;1;1;1;;
2018;RB6;32094;Distribuição Nacional;607;607;8.435,00;8.435,00;1;1;1;1;;
2018;RioFilme;105;Distribuição Nacional;25.091;25.091;337.693,00;337.693,00;2;2;1;1;;
2018;Sony;84;Distribuição Internacional;20.649.621;7.850;308.569.578,00;130.436,00;29;1;21;1;;
2018;Supo Mungam Films;28508;Distribuição Nacional;116.052;0;1.849.979,00;0,00;15;0;9;0;;
2018;Synapse;277;Distribuição Nacional;908;908;16.809,00;16.809,00;1;1;1;1;;
2018;Taturana;38699;Distribuição Nacional;1.415;1.415;17.401,00;17.401,00;4;4;4;4;;
2018;Tucumán;16132;Distribuição Nacional;3.674;3.674;48.738,00;48.738,00;3;3;0;0;;
2018;TV Meio Ambiente;20873;Distribuição Nacional;0;0;0,00;0,00;1;1;0;0;;
2018;UMES;15603;Distribuição Nacional;10.085;0;165.145,00;0,00;1;0;1;0;;
2018;Universal;169/84/33787;Distribuição Internacional;17.717.549;0;274.029.033,00;0,00;33;0;18;0;;
2018;Urca Filme;1304;Distribuição Nacional;1.299;1.299;18.519,00;18.519,00;1;1;1;1;;
2018;Videofilmes;276;Distribuição Nacional;3.206;3.206;45.993,00;45.993,00;1;1;0;0;;
2018;Vitrine Filmes;16713;Distribuição Nacional;575.269;497.383;7.705.795,00;6.425.134,00;57;55;25;24;;
2018;Vitrine Filmes/Espaço Filmes;16713/1083;Distribuição Nacional;11.786;11.786;153.437,00;153.437,00;1;1;1;1;;
2018;Warner;265;Distribuição Internacional;25.419.914;47.789;402.549.676,00;698.721,00;28;2;18;2;;
2018;Zeta Filmes;22936;Distribuição Nacional;54.136;0;727.057,00;0,00;25;0;14;0;;
2019;360 Ent.;31182;Distribuição Nacional;746.451;0;9.637.906,72;0,00;1;0;1;0;;
2019;A2 Filmes;34811;Distribuição Nacional;138.465;4.221;2.297.136,00;73.153,00;15;1;14;1;;
2019;A2 Filmes/Alphaville Filmes;34811/6418;Distribuição Nacional;117;0;1.160,00;0,00;1;0;0;0;;
2019;Alpha Filmes;5963;Distribuição Nacional;446.835;0;7.998.626,34;0,00;3;0;3;0;;
2019;Anagrama Filmes;38807;Distribuição Nacional;2.637;2.637;39.784,00;39.784,00;2;2;2;2;;
2019;Arteplex;41991;Distribuição Nacional;94.862;6.661;1.566.031,60;44.121,24;9;1;9;1;;
2019;ArtHouse;22808;Distribuição Nacional;27.505;27.505;342.570,00;342.570,00;7;7;6;6;;
2019;Bonfilm;14462;Distribuição Nacional;20.207;0;310.959,00;0,00;3;0;2;0;;
2019;Boulevard Filmes;17484;Distribuição Nacional;17.582;17.582;245.329,00;245.329,00;3;3;3;3;;
2019;Bretz Filmes;19243;Distribuição Nacional;27.067;6.200;458.074,00;97.403,00;8;6;8;6;;
2019;Califórnia;532;Distribuição Nacional;234.498;1.546;4.124.219,57;21.323,00;19;2;13;1;;
2019;Califórnia/Diamond Films;532/22724;Distribuição Nacional;64;0;1.570,00;0,00;1;0;0;0;;
2019;Cavideo Produções;11893;Distribuição Nacional;133;133;2.320,00;2.320,00;1;1;1;1;;
2019;Ciclorama Filmes;17471;Distribuição Nacional;382;382;5.223,00;5.223,00;1;1;1;1;;
2019;Cineart Filmes;33340;Distribuição Nacional;11.446;1.018;178.120,00;12.400,00;6;1;4;1;;
2019;Cinecolor do Brasil;2631;Distribuição Nacional;36.250;0;551.218,00;0,00;4;0;4;0;;
2019;Cultura;1125;Distribuição Nacional;873;873;14.982,00;14.982,00;1;1;1;1;;
2019;Cup Filmes;38413;Distribuição Nacional;5.310;1.782;52.932,00;19.225,00;2;1;2;1;;
2019;Descoloniza Filmes;15977;Distribuição Nacional;7.741;7.741;95.924,00;95.924,00;2;2;2;2;;
2019;Diamond Films;22724;Distribuição Nacional;2.008.126;0;35.186.763,00;0,00;38;0;26;0;;
2019;Dimauro Filmes;32612;Distribuição Nacional;273;273;3.149,00;3.149,00;1;1;1;1;;
2019;Disney;18398;Distribuição Internacional;75.770.402;432.182;1.249.377.829,56;6.813.529,00;38;3;16;1;;
2019;Disney/Vitrine Filmes;18398/16713;Codistribuição Internacional-Nacional;476.714;476.714;6.433.928,00;6.433.928,00;1;1;1;1;;
2019;Downtown;4904;Distribuição Nacional;437.198;437.198;6.867.372,00;6.867.372,00;6;6;6;6;;
2019;Downtown/Paris;4904/11922;Distribuição Nacional;14.942.855;14.942.855;195.857.299,58;195.857.299,58;8;8;3;3;;
2019;E.H. Produções;461;Distribuição Nacional;484;484;7.712,00;7.712,00;1;1;1;1;;
2019;Elite Filmes;22364;Distribuição Nacional;2.871;0;42.895,00;0,00;4;0;4;0;;
2019;Elo Company;5672;Distribuição Nacional;42.160;42.160;430.899,00;430.899,00;27;27;20;20;;
2019;Elo Company/Europa Filmes;5672/2250;Distribuição Nacional;15.179;15.179;167.126,00;167.126,00;1;1;1;1;;
2019;Embaúba Filmes;23638;Distribuição Nacional;8.816;8.816;98.164,00;98.164,00;6;6;5;5;;
2019;Embaúba Filmes/Pique-Bandeira Filmes;23638/22312;Distribuição Nacional;31;31;252,00;252,00;1;1;0;0;;
2019;Engady Cine Vídeo;2935;Distribuição Nacional;268;268;4.375,00;4.375,00;1;1;0;0;;
2019;Esfera Produções;18039;Distribuição Nacional;3.347;3.121;49.227,00;46.415,00;6;3;3;3;;
2019;Espaço dos Satyros;34282;Distribuição Nacional;150;150;2.493,00;2.493,00;1;1;0;0;;
2019;Espaço Filmes;1083;Distribuição Nacional;37.691;9.014;653.616,00;167.956,00;7;2;5;2;;
2019;Estação Luz Filmes;1591;Distribuição Nacional;50;50;649,00;649,00;1;1;0;0;;
2019;Europa;2250;Distribuição Nacional;45;45;484,00;484,00;1;1;0;0;;
2019;F. J. Cines;310;Distribuição Nacional;838;0;8.628,00;0,00;6;0;0;0;;
2019;Fênix Filmes;31931;Distribuição Nacional;30.548;851;511.184,00;11.263,00;3;1;3;1;;
2019;Fênix Filmes/Escarlate;31931/45126/29173;Distribuição Nacional;4.128;0;70.425,00;0,00;1;0;1;0;;
2019;Fênix Filmes/Tucumán;31931/16132;Distribuição Nacional;839;839;10.794,00;10.794,00;2;2;2;2;;
2019;Flow Impact;40351;Distribuição Nacional;11.130;0;124.304,00;0,00;2;0;2;0;;
2019;Forte Filmes;12699;Distribuição Nacional;130;130;2.451,00;2.451,00;1;1;1;1;;
2019;Fox;256;Distribuição Internacional;8.059.951;0;126.483.291,00;0,00;17;0;8;0;;
2019;Galeria Distribuidora;42233;Distribuição Nacional;404.902;0;5.945.506,00;0,00;4;0;4;0;;
2019;Gávea Filmes e Produções;7128;Distribuição Nacional;47;47;288,00;288,00;1;1;1;1;;
2019;H2O Films;24619/21541;Distribuição Nacional;805.971;805.971;11.933.933,00;11.933.933,00;3;3;2;2;;
2019;Imagem;1935;Distribuição Nacional;2.959.363;1.075.393;47.339.840,59;15.352.421,00;34;16;28;14;;
2019;Imagem/RioFilme;1935/105;Distribuição Nacional;19;19;95,00;95,00;1;1;0;0;;
2019;Imovision;11868/173;Distribuição Nacional;299.356;20.021;4.910.131,06;302.685,00;50;7;25;3;;
2019;Inquieta Cinema Cultura e Comunicação;29984;Distribuição Nacional;6.289;6.289;59.142,00;59.142,00;3;3;2;2;;
2019;Ipecine/Olhar Distribuição;31337/37242;Distribuição Nacional;5.970;0;59.448,00;0,00;1;0;1;0;;
2019;Ivin Films;37407;Distribuição Nacional;1.189;1.189;21.474,00;21.474,00;1;1;1;1;;
2019;Jura Filmes;4946;Distribuição Nacional;527;527;5.591,00;5.591,00;1;1;1;1;;
2019;Kinopus;4021;Distribuição Nacional;359;359;4.611,00;4.611,00;1;1;1;1;;
2019;Klaxon Cultura Audiovisual;14499;Distribuição Nacional;3.284;3.284;33.057,00;33.057,00;1;1;1;1;;
2019;Lança Filmes;25115;Distribuição Nacional;7.520;2.948;115.089,00;38.257,00;5;2;4;2;;
2019;Lauper;1002;Distribuição Nacional;1.715;1.715;17.690,00;17.690,00;1;1;1;1;;
2019;Lira Filmes;28406;Distribuição Nacional;2.380;537;36.155,00;6.467,00;2;1;2;1;;
2019;Livres Filmes;21870;Distribuição Nacional;2.068;2.068;28.833,00;28.833,00;1;1;1;1;;
2019;Lume Produções Cinematográficas;11990;Distribuição Nacional;1.160;1.160;11.700,00;11.700,00;2;2;2;2;;
2019;Mac Comunicação;281;Distribuição Nacional;22;22;84,00;84,00;1;1;0;0;;
2019;Moro Comunicação;5224;Distribuição Nacional;358;358;4.686,00;4.686,00;1;1;1;1;;
2019;O2 Play;63;Distribuição Nacional;64.640;23.854;971.930,42;297.683,00;13;11;11;9;;
2019;Okna Produções;11871;Distribuição Nacional;897;897;10.802,00;10.802,00;1;1;1;1;;
2019;Olhar Distribuição;37242;Distribuição Nacional;10.586;10.586;103.549,00;103.549,00;9;9;8;8;;
2019;Pagu Pictures;38312;Distribuição Nacional;140.355;31.429;2.371.725,03;499.039,00;18;6;16;6;;
2019;Pandora Filmes;12443/333;Distribuição Nacional;83.739;14.735;1.253.410,77;198.149,74;20;6;17;5;;
2019;Paramount;169;Distribuição Internacional;4.914.168;0;78.192.004,91;0,00;10;0;7;0;;
2019;Paris;11922;Distribuição Nacional;8.735.552;3.896.090;130.265.173,02;54.959.103,63;35;6;27;5;;
2019;Pipa Produções;5467;Distribuição Nacional;4.123;4.123;33.932,00;33.932,00;1;1;1;1;;
2019;Pique-Bandeira Filmes;22312;Distribuição Nacional;157;157;1.379,00;1.379,00;1;1;1;1;;
2019;Playarte;443;Distribuição Nacional;288.958;0;4.386.800,00;0,00;8;0;6;0;;
2019;Raça Ruim Filmes;34789;Distribuição Nacional;12.471;12.471;170.706,00;170.706,00;1;1;1;1;;
2019;Raccord Produções;786;Distribuição Nacional;786;786;11.535,00;11.535,00;1;1;1;1;;
2019;Raiz Distribuidora;11792;Distribuição Nacional;143;143;715,00;715,00;1;1;0;0;;
2019;Sony;84;Distribuição Internacional;14.085.832;749.656;224.189.971,00;11.856.607,00;23;2;14;1;;
2019;Sony/Vitrine Filmes;84/16713;Codistribuição Internacional-Nacional;117.618;117.618;2.018.313,24;2.018.313,24;1;1;1;1;;
2019;Supo Mungam Films;28508;Distribuição Nacional;9.930;0;144.781,00;0,00;9;0;4;0;;
2019;Taturana;38699;Distribuição Nacional;3.657;3.657;25.222,00;25.222,00;4;4;2;2;;
2019;Universal;169/84/33787;Distribuição Internacional;14.664.283;0;227.090.511,14;0,00;26;0;17;0;;
2019;Urbano Filmes;23942;Distribuição Nacional;464;464;6.364,00;6.364,00;1;1;1;1;;
2019;Videofilmes;276;Distribuição Nacional;263;263;2.652,00;2.652,00;1;1;0;0;;
2019;Vilacine;18499;Distribuição Nacional;190;0;2.847,00;0,00;1;0;1;0;;
2019;Vitrine Filmes;16713;Distribuição Nacional;840.556;822.978;12.459.923,00;12.206.979,00;54;49;15;13;;
2019;Warner;265;Distribuição Internacional;24.615.278;199.773;392.191.526,86;3.237.399,00;30;2;20;2;;
2019;Zeta Filmes;22936;Distribuição Nacional;16.537;0;213.433,00;0,00;21;0;8;0;;
2020;360 Ent.;31182;Distribuição Nacional;1.355;0;16.018,13;0,00;1;0;0;0;;
2020;A2 Filmes;34811;Distribuição Nacional;20.414;33;336.660,18;372,00;14;1;7;0;;
2020;Alpha Filmes;5963;Distribuição Nacional;828.334;0;15.607.263,32;0,00;1;0;0;0;;
2020;Anagrama Filmes;38807;Distribuição Nacional;20.499;20.499;332.072,82;332.072,82;1;1;1;1;;
2020;Arteplex;41991;Distribuição Nacional;31.000;2.871;465.730,42;18.618,92;13;1;6;0;;
2020;ArtHouse;22808;Distribuição Nacional;18;18;202,00;202,00;1;1;0;0;;
2020;Boulevard Filmes;17484;Distribuição Nacional;3.228;3.228;30.329,57;30.329,57;1;1;1;1;;
2020;Bretz Filmes;19243;Distribuição Nacional;764;501;12.672,76;8.308,53;7;3;7;3;;
2020;Califórnia;532;Distribuição Nacional;46.907;296;813.443,65;5.102,32;6;1;3;1;;
2020;Cinecolor do Brasil;2631;Distribuição Nacional;27.875;0;477.329,10;0,00;6;0;6;0;;
2020;Coisa de Cinema;14531;Distribuição Nacional;17;17;366,43;366,43;1;1;1;1;;
2020;Deberton Entretenimento;16822;Distribuição Nacional;131;131;1.649,50;1.649,50;1;1;1;1;;
2020;Diamond Films;22724;Distribuição Nacional;510.166;0;7.913.102,63;0,00;14;0;6;0;;
2020;Dimauro Filmes;32612;Distribuição Nacional;7;7;121,53;121,53;1;1;0;0;;
2020;Disney;18398;Distribuição Internacional;10.427.906;155;165.486.981,51;2.884,15;27;1;9;1;;
2020;Disney/Vitrine Filmes;18398/16713;Codistribuição Internacional-Nacional;72;72;1.335,00;1.335,00;1;1;0;0;;
2020;Downtown;4904;Distribuição Nacional;8.124;8.124;128.242,29;128.242,29;5;5;4;4;;
2020;Downtown/Paris;4904/11922;Distribuição Nacional;8.377.920;8.377.920;128.703.561,77;128.703.561,77;13;13;0;0;;
2020;Elo Company;5672;Distribuição Nacional;4.089;4.089;48.725,67;48.725,67;14;14;10;10;;
2020;Embaúba Filmes;23638;Distribuição Nacional;328;328;3.185,57;3.185,57;3;3;2;2;;
2020;Espaço Filmes;1083;Distribuição Nacional;417;417;6.136,46;6.136,46;1;1;0;0;;
2020;Espiral;22820;Distribuição Nacional;672;672;11.671,13;11.671,13;1;1;1;1;;
2020;F. J. Cines;310;Distribuição Nacional;139;0;6.497,00;0,00;1;0;0;0;;
2020;Fênix Filmes/Escarlate;31931/45126/29173;Distribuição Nacional;1.355;0;21.832,90;0,00;1;0;0;0;;
2020;Galeria Distribuidora;42233;Distribuição Nacional;41.326;38.043;612.614,48;563.029,48;3;1;1;1;;
2020;Imagem;1935;Distribuição Nacional;1.023.277;550;15.440.214,79;8.649,73;21;2;5;0;;
2020;Imovision;11868/173;Distribuição Nacional;47.824;5.597;770.991,42;74.386,66;40;2;5;1;;
2020;Inquieta Cinema Cultura e Comunicação;29984;Distribuição Nacional;736;736;4.705,00;4.705,00;1;1;0;0;;
2020;Ipecine/Olhar Distribuição;31337/37242;Distribuição Nacional;52;0;364,00;0,00;1;0;0;0;;
2020;Kinopus;4021;Distribuição Nacional;7;7;118,46;118,46;1;1;0;0;;
2020;Klaxon Cultura Audiovisual;14499;Distribuição Nacional;883;0;7.350,50;0,00;1;0;1;0;;
2020;Lança Filmes;25115;Distribuição Nacional;4.153;395;25.943,62;5.252,14;3;2;1;1;;
2020;Lira Filmes;28406;Distribuição Nacional;57;57;1.022,24;1.022,24;1;1;1;1;;
2020;Livres Filmes;21870;Distribuição Nacional;325;325;5.246,22;5.246,22;2;2;2;2;;
2020;Lume Produções Cinematográficas;11990;Distribuição Nacional;186;186;1.673,00;1.673,00;1;1;1;1;;
2020;O2 Play;63;Distribuição Nacional;9.999;699;152.722,60;14.482,54;10;5;6;3;;
2020;Olhar Distribuição;37242;Distribuição Nacional;117;117;885,00;885,00;3;3;0;0;;
2020;Pagu Pictures;38312;Distribuição Nacional;9.869;40;170.059,14;462,00;6;1;1;0;;
2020;Pandora Filmes;12443/333;Distribuição Nacional;18.070;8.058;252.067,11;113.297,61;15;9;10;6;;
2020;Paramount;169;Distribuição Internacional;3.034.070;0;45.442.301,39;0,00;19;0;2;0;;
2020;Paris;11922;Distribuição Nacional;1.096.669;48.992;18.944.593,14;797.226,95;52;6;18;3;;
2020;Pipa Produções;5467;Distribuição Nacional;2.494;2.494;37.674,13;37.674,13;1;1;1;1;;
2020;Playarte;443;Distribuição Nacional;50;0;1.189,00;0,00;1;0;0;0;;
2020;RioFilme/Vemver Brasil;105/305;Distribuição Nacional;97;97;1.690,72;1.690,72;1;1;1;1;;
2020;Sereia Filmes;13753;Distribuição Nacional;1.081;1.081;14.165,56;14.165,56;1;1;1;1;;
2020;Sony;84;Distribuição Internacional;5.773.953;0;93.214.390,17;0,00;17;0;8;0;;
2020;Sony/Vitrine Filmes;84/16713;Codistribuição Internacional-Nacional;18.801;18.801;292.497,00;292.497,00;1;1;0;0;;
2020;Supo Mungam Films;28508;Distribuição Nacional;13.813;0;214.640,08;0,00;2;0;2;0;;
2020;Universal;169/84/33787;Distribuição Internacional;3.250.896;0;55.976.740,45;0,00;45;0;6;0;;
2020;Viralata Filmes;43170;Distribuição Nacional;402;402;6.077,63;6.077,63;1;1;1;1;;
2020;Vitrine Filmes;16713;Distribuição Nacional;136.563;12.551;2.181.201,54;167.066,56;29;24;15;10;;
2020;Warner;265;Distribuição Internacional;4.639.612;36;74.477.660,08;885,00;102;2;18;0;;
2020;Zeta Filmes;22936;Distribuição Nacional;278;0;6.031,90;0,00;1;0;1;0;;
;;;;;;;;;;;;;
Notas:;;;;;;;;;;;;;
1. Para um melhor alinhamento com o mercado internacional, as obras registradas na ANCINE com distribuição da Paramount, que atua no Brasil também comercializando obras dos estúdios Universal, foram desagregadas entre as duas empresas, seguindo o padrão de distribuição no exterior.;;;;;;;;;;;;;
2. Os valores de renda disponíveis neste arquivo são valores correntes do ano de referência.;;;;;;;;;;;;;
3. ND: Dados não infomados pela distribuidora até a data de compilação dos dados.;;;;;;;;;;;;;
"4. O ano corresponde aos seguintes períodos: 2020: 02/01/2020 a 06/01/2021; 2019: 01/01/2019 a 31/12/2019; 2018: 01/01/2018 a 31/12/2019; 2017: 05/01/2017 a 03/01/2018; 2016: 07/01/2016 a 04/01/2017; 2015: 01/01/2015 a 06/01/2016; 2014: 03/01/2014 a 31/12/2014; 2013: 04/01/2013 a 02/01/2014; 2012: 06/01/2012 a 03/01/2013; 2011: 31/12/2010 a 05/01/2012; 2010: 01/01/2010 a 30/12/2010 e 2009: 02/01/2009 a 31/12/2009.";;;;;;;;;;;;;
