"""Listagem de Autorizações de Produções Audiovisuais no Brasil com Participação de Profissionais Estrangeiros - 2013""";;;;;;;;;;;
;;;;;;;;;;;
"""Número de Autorização de Origem""";Data da Aprovação;"""Número de Técnicos/
Artistas Estrangeiros""";"""Título da Obra""";"""Tipo de Obra""";"""Período Produção""";"""Empresa Brasileira""";"""UF""";"""Empresa Estrangeira""";"""País""";"""Produção""";"""Local de Filmagem (UF)"""
"""210""";30/08/2013;"""2""";"""BENEFITS FOR HUMANITY - IN THEIR OWN WORDS""";"""Institucional""";"""16/09/2013 a 19/09/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Space City Films Inc.""";"""EUA""";"""Estrangeira""";"""MG"""
"""211""";02/09/2013;"""1""";"""A MARGEM DA PAISAGEM""";"""Documentário""";"""15/09/2013 a 05/01/2014""";"""Brazimage Produção de Imagens Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""212""";04/09/2013;"""7""";"""SHARD WEDDING""";"""Publicitária""";"""09/09/2013 a 15/09/2013""";"""Zulu Filmes Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""213""";06/09/2013;"""2""";"""BALCÃO""";"""Publicitária""";"""05/09/2013 a 13/09/2013""";"""Produtora de Cinema e Filmes Associados Ltda.""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""214""";06/09/2013;"""4""";"""PRIMETIME 13""";"""Documentário""";"""13/09/2013 a 23/09/2013""";"""Elixir Comunicação, Cultural e Entretenimento Ltda""";"""SP""";"""PositiveImage Video, Inc""";"""EUA""";"""Estrangeira""";"""BA"""
"""215""";10/09/2013;"""4""";"""EDUCATE A CHILD""";"""Documentário""";"""14/09/2013 a 27/09/2013""";"""Neon Rio Ltda.""";"""RJ""";"""Quite Frankly Productions""";"""Reino Unido""";"""Estrangeira""";"""PA/RJ"""
"""216""";10/09/2013;"""4""";"""GOMES DA COSTA""";"""Publicitária""";"""22/09/2013 a 22/10/2013""";"""Zohar Cinema e Comunicação Ltda.""";"""RJ""";""" -""";""" -""";"""Brasileira""";"""RJ"""
"""217""";12/09/2013;"""8""";"""WILD THINGS WITH DOMINIC MONAGHAN""";"""Documentário""";"""04/10/2013 a 18/10/2013""";"""Utopia Films Produção Artística Ltda.""";"""RJ""";"""Cream Productions""";"""Canadá""";"""Estrangeira""";"""AM"""
"""218""";13/09/2013;"""3""";"""OS INCRÍVEIS - O GRANDE DESAFIO""";"""Programa de talentos""";"""26/09/2013 a 03/10/2013""";"""OSS Produções Ltda""";"""SP""";"""Endemol Argentina S/A""";"""Argentina""";"""Estrangeira""";"""SP"""
"""219""";13/09/2013;"""3""";"""COKE MUSIC VIDEO""";"""Publicitária""";"""16/09/2013 a 28/09/2013""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Sony London""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""220""";13/09/2013;"""3""";"""SANDERO MAN E SANDERO WOMAN""";"""Publicitária""";"""16/09/2013 a 27/09/2013""";"""Produtora de Cinema e Filmes Associados Ltda.""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""221""";16/09/2013;"""6""";"""FIRMA Y GANA""";"""Publicitária""";"""20/09/2013 a 29/09/2013""";"""Trator Filmes Ltda""";"""SP""";"""Casta Diva Pictures S.A.""";"""Argentina""";"""Estrangeira""";"""RJ"""
"""222""";17/09/2013;"""4""";"""TOUR DE BRASIL""";"""Documentário""";"""03/10/2013 a 15/10/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Südwestrundfunk""";"""Alemanha""";"""Estrangeira""";"""AM/BA/MG/PR/ RJ/SP/RS/SC"""
"""223""";17/09/2013;"""32""";"""F 2014""";"""Ficção""";"""01/10/2013 a 12/10/2013""";"""Focus Films Ltda""";"""RJ""";"""Leuviah - Films""";"""França""";"""Estrangeira""";"""RJ"""
"""224""";18/09/2013;"""5""";"""JAPONESES QUE VIVEM EM TERRAS DISTANTES - PARTE II""";"""Documentário""";"""25/09/2013 a 10/10/2013""";"""Urutau Filmes Ltda.""";"""SP""";"""Wave Inc.""";"""Japão""";"""Estrangeira""";"""PR/MS"""
"""225""";23/09/2013;"""6""";"""A COSTA DO BRASIL""";"""Documentário""";"""10/01/2014 a 13/02/2014""";"""Gullane Entretenimento S/A""";"""SP""";"""Gedeon Programmes LTD""";"""França""";"""Coprodução""";"""AL/AM/BA/CE/ES/MA/PA/PB/PR/PI/RJ/ RN/SC/SE/SP/RS"""
"""226""";23/09/2013;"""25""";"""SONGS OF RAIN""";"""Documentário""";"""19/10/2013 a 03/11/2013""";"""Neon Rio Ltda.""";"""RJ""";"""Flying Elephants Productions LLC""";"""EUA""";"""Estrangeira""";"""MT"""
"""227""";25/09/2013;"""4""";"""DEUTSCHLAND VON AUSSEN""";"""Documentário""";"""05/10/2013 a 16/10/2013""";"""Aura Filme Produções Ltda.""";"""RJ""";"""Spiegel TV GmbH""";"""Alemanha""";"""Estrangeira""";"""PR/SC/SP"""
"""228""";25/09/2013;"""3""";"""FOGO DE CHÃO""";"""Publicitária""";"""07/10/2013 a 11/10/2013""";"""Produtora de Cinema e Filmes Associados Ltda.""";"""SP""";"""Big Fish Films""";"""EUA""";"""Estrangeira""";"""SC"""
"""229""";25/09/2013;"""4""";"""WHY ENGLISH MATTERS""";"""Publicitária""";"""09/10/2013 a 16/10/2013""";"""Union Filmes Ltda""";"""PR""";"""Cutter Productions Inc""";"""EUA""";"""Estrangeira""";"""SP"""
"""230""";25/09/2013;"""4""";"""PROJECTION""";"""Publicitária""";"""21/09/2013 a 06/10/2013""";"""JKR Produções Artísticas Ltda.""";"""RJ""";"""Pulse Films""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""231""";25/09/2013;"""27""";"""WE ARE THE WORLD""";"""Documentário""";"""30/09/2013 a 10/11/2013""";"""Neon Rio Ltda.""";"""RJ""";"""Koen Media Inc""";"""Coréia do Sul""";"""Estrangeira""";"""GO/MT"""
"""232""";25/09/2013;"""13""";"""BACARDI""";"""Publicitária""";"""10/09/2013 a 10/11/2013""";"""Zohar Cinema e Comunicação Ltda.""";"""RJ""";"""MJZ""";"""EUA""";"""Estrangeira""";"""MG"""
"""233""";26/09/2013;"""6""";"""MARUBENI VP 2013""";"""Institucional""";"""13/10/2013 a 16/10/2013""";"""Wasabi JB Comunicação Ltda""";"""RJ""";"""Max Contact Co., Ltd""";"""Japão""";"""Estrangeira""";"""SC/SP"""
"""234""";26/09/2013;"""1""";"""VIVO CONEXÃO É MUITO MAIS""";"""Publicitária""";"""05/10/2013 a 07/10/2013""";"""Goritzia Filmes Ltda""";"""RJ""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""235""";27/09/2013;"""2""";"""A WINDOWS OF THE WORLD""";"""Documentário""";"""15/10/2013 a 30/11/2013""";"""Sango Productions Ltda.""";"""SP""";"""TBS Vision Inc""";"""Japão""";"""Estrangeira""";"""BA/MG/PA/RJ/SP"""
"""236""";27/09/2013;"""6""";"""TRADING UP 2""";"""Reality Show""";"""05/12/2013 a 18/12/2013""";"""Embaúba Produções""";"""RJ""";"""X2 Production""";"""Reino Unido""";"""Estrangeira""";"""SP"""
"""237""";27/09/2013;"""1""";"""SOBREVIVENDO NO MUNDO ALAGADO""";"""Documentário""";"""07/10/2013 a 23/10/2013""";"""Marca D'Água Produções Ltda """;"""SP""";"""One Planet""";"""França""";"""Estrangeira""";"""AM/RO"""
"""238""";30/09/2013;"""2""";"""IEDEREEN BEROEMD""";"""Documentário""";"""26/10/2013 a 15/12/2013""";"""Neon Rio Ltda.""";"""RJ""";"""VRT - Vlaamse Radio - em Televisieomroeporganisatie""";"""Bélgica""";"""Estrangeira""";"""BA/MG"""
"""239""";02/10/2013;"""4""";"""VOLKSWAGEN AROUND THE WORLD""";"""Documentário""";"""05/10/2013 a 13/10/2013""";"""Aura Filme Produções Ltda.""";"""RJ""";"""Florianfilm GmbH""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""240""";02/10/2013;"""6""";"""ONE WORLD""";"""Publicitária""";"""10/10/2013 a 23/10/2013""";"""Stink SP Produção de Filmes Ltda """;"""SP""";"""Stink Limited""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""241*""";04/10/2013;"""1""";"""RHYTHM OF NOW""";"""Publicitária""";"""05/10/2013 a 05/11/2013""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Biscuit Filmwork""";"""EUA""";"""Estrangeira""";"""RJ"""
"""242""";04/10/2013;"""1""";"""COLUMBIA GLOBAL DEBATES - RIO""";"""Documentário""";"""24/10/2013 a 30/10/2013""";"""FSR Produções Artísticas Ltda.""";"""RJ""";"""Columbia Global Centres""";"""EUA""";"""Estrangeira""";"""RJ"""
"""243""";07/10/2013;"""4""";"""GO BRASIL, GO!""";"""Documentário""";"""17/02/2014 a 24/02/2014""";"""Marcelo Augusto Negri de Carvalho - ME""";"""SP""";"""Single Carioca, LLC""";"""EUA""";"""Estrangeira""";"""DF/SP"""
"""244""";07/10/2013;"""3""";"""VESSEL CAP. SAN MARCO""";"""Institucional""";"""12/11/2013 a 20/11/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Hamburg Suedamerikanische Dampfschiffahrts-Gesellschaft Kg""";"""Alemanha""";"""Estrangeira""";"""PR/SC/SP"""
"""245""";08/10/2013;"""2""";"""UNIVERSIDADE DE SÃO PAULO - ENTREVISTAS""";"""Institucional""";"""13/10/2013 a 15/10/2013""";"""Zoe Films Produções Cinematográficas""";"""SP""";"""PhotonSF, Inc""";"""EUA""";"""Estrangeira""";"""SP"""
"""246""";10/10/2013;"""5""";"""SEKAINO HATEMADE ITTEQ!""";"""Documentário""";"""24/10/2013 a 04/11/2013""";"""Wasabi JB Comunicação Ltda""";"""RJ""";"""Nichiki, Ltd""";"""Japão""";"""Estrangeira""";"""CE/RJ/SC/SP"""
"""247""";10/10/2013;"""3""";"""SAMSUNG VIRAL""";"""Institucional""";"""14/10/2013 a 25/10/2013""";"""Ricardo Gonçalves Produções Cinematográficas""";"""SP""";"""CDI Virtual Films, Inc""";"""EUA""";"""Estrangeira""";"""RJ"""
"""248""";10/10/2013;"""3""";"""PORTRÄT DER STADT RIO IM HINBLICK AUF DIE WM""";"""Documentário""";"""14/10/2013 a 20/10/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""ElbfilmMedia GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""249""";10/10/2013;"""14""";"""EXTREME SLEEPING - FOLLOWING TWO AMERICAN EXPLORES IN BRAZIL""";"""Publicitária""";"""14/10/2013 a 19/10/2013""";"""Simio Filmes""";"""PE""";"""Vice Media France""";"""França""";"""Estrangeira""";"""AM/RR"""
"""250""";11/10/2013;"""4""";"""LUZ NA AMÉRICA LATINA - UM ATLETA E SEU TRABALHO SOCIAL""";"""Documentário""";"""11/11/2013 a 15/11/2013""";"""Senhora Filmes""";"""ES""";"""Moviola Productions, Inc.""";"""Porto Rico""";"""Estrangeira""";"""ES/RJ"""
"""251""";11/10/2013;"""2""";"""SENNA""";"""Documentário""";"""20/20/2013 a 30/10/2013""";"""Zeppelin Produções de Cinema e Televisão Ltda""";"""SP""";"""Spy Films, Inc""";"""Canadá""";"""Estrangeira""";"""SP"""
"""252""";14/10/2013;"""1""";"""ESTIVE EM LISBOA E LEMBREI-ME DE VOCÊ""";"""Ficção""";"""31/10/2013 a 02/12/2013""";"""Refinaria Produções Ltda""";"""RJ""";"""David & Golias Audiovisuais e Eventos Culturais""";"""Portugal""";"""Coprodução""";"""MG"""
"""253""";14/10/2013;"""6""";"""DANGEROUS GROUNDS - EPISODE 207 BRAZIL""";"""Documentário""";"""23/10/2013 a 05/11/2013""";"""Neon Rio Ltda.""";"""RJ""";"""Nancy Glass Productions""";"""EUA""";"""Estrangeira""";"""RO"""
"""254""";14/10/2013;"""4""";"""KALEIDOSCOPPE""";"""Documentário""";"""09/11/2013 a 20/11/2013""";"""Neon Rio Ltda.""";"""RJ""";"""Wildfire Television""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""255""";15/10/2013;"""5""";"""AMERICOLOGIA""";"""Documentário""";"""01/11/2013 a 29/11/2013""";"""Lente Viva Filmes""";"""SP""";"""Pimiento Development, Inc.""";"""Canadá""";"""Estrangeira""";"""BA/RJ/RS/SP"""
"""256""";15/10/2013;"""2""";"""ESCAPADAS BELAS""";"""Documentário""";"""27/10/2013 a 24/11/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Bo Travail Société de Production Audiovisuelle """;"""França""";"""Estrangeira""";"""AC/AL/AM/DF/ MT/MG/PE/RJ/SC"""
"""257""";15/10/2013;"""2""";"""WILDLIFE: QUATIS DO BRASIL""";"""Documentário""";"""05/11/2013 a 10/01/2014""";"""Town Network Filmagens Ltda""";"""SP""";"""Antas Productions Ltd""";"""Japão""";"""Estrangeira""";"""GO/MS/MG"""
"""258""";15/10/2013;"""2""";"""GRAND CHALLENGES: RIO 2013""";"""Documentário""";"""22/10/2013 a 30/10/2013""";"""Alfixit Produções Culturais e Artísticas Ltda.""";"""SP""";"""Proudfoot Limited""";"""Reino Unido""";"""Estrangeira""";"""MG/RJ"""
"""259""";21/10/2013;"""2""";"""COPACABANA""";"""Documentário""";"""20/01/2014 a 20/03/2014""";"""Francisco Ferreira Pinto Filho""";"""AM""";"""BBC""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""260""";21/10/2013;"""1""";"""NOIVA""";"""Publicitária""";"""26/10/2013 a 12/11/2013""";"""Fulano Filmes Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""RJ"""
"""261""";22/10/2013;"""3""";"""JOZANKEI VEIW HOTEL SAMBA CARNAVAL TV/CM""";"""Publicitária""";"""06/11/2013 a 09/11/2013""";"""WTM2 Programadora e Distribuidora de Audiovisual Ltda""";"""RJ""";"""Insight Cia""";"""Japão""";"""Estrangeira""";"""SP"""
"""262""";23/10/2013;"""9""";"""WILD BRAZIL""";"""Documentário""";"""01/11/2013 a 31/01/2013""";"""Dez e Vinte Produções Cinematográficas Ltda""";"""SP""";"""Terra Mater Factual Studios GmbH""";"""Áustria""";"""Estrangeira""";"""AM/MT/MG/PA/ PE"""
"""263""";24/10/2013;"""3""";"""SILVIA""";"""Documentário""";"""06/11/2013 a 11/11/2013""";"""Cinegrama Filmes""";"""SP""";"""Seelmann Film GmbH""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""264""";25/10/2013;"""15""";"""NA ESTRADA""";"""Ficção""";"""20/11/2013 a 02/02/2014""";"""Plural Filmes""";"""RJ""";"""Perathon Film und Fernseh GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""265""";25/10/2013;"""4""";"""ESPN TIME ZONE""";"""Publicitária""";"""01/11/2013 a 15/11/2013""";"""JKR Produções Artísticas Ltda.""";"""RJ""";"""Imperial Woodpecker""";"""EUA""";"""Estrangeira""";"""RJ"""
"""266""";25/10/2013;"""3""";"""NIJIIRO JEAN""";"""Ficção""";"""23/11/2013 a 01/12/2013""";"""Wasabi JB Comunicação Ltda""";"""RJ""";"""Nouveau Inc""";"""Japão""";"""Estrangeira""";"""RJ"""
"""267""";31/10/2013;"""7""";"""ECHAPPÉES BELLES 2""";"""Documentário""";"""11/11/2013 a 08/12/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Bo Travail Société de Production Audiovisuelle """;"""França""";"""Estrangeira""";"""MA/PA/PE/RJ"""
"""268""";31/10/2013;"""2""";"""FREE A GIRL DOC IN BRAZIL""";"""Documentário""";"""15/11/2013 a 30/11/2013""";"""Blue Eye Empreendimentos e Produções Audiovisuais Ltda.""";"""RJ""";"""Pieter van Huystee Film and TV""";"""Holanda""";"""Estrangeira""";"""CE/RJ"""
"""269""";01/11/2013;"""2""";"""LISTERINE""";"""Publicitária""";"""05/11/2013 a 14/11/2013""";"""Utopia Films Produção Artística Ltda.""";"""RJ""";"""Annex Films""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""270""";01/11/2013;"""2""";"""GRAZI""";"""Publicitária""";"""05/11/2013 a 30/11/2013""";"""Paranoid Brasil Ltda.""";"""SP""";""" -""";""" -""";"""Brasileira""";"""RJ"""
"""271""";04/11/2013;"""5""";"""ONE YEAR OLDER""";"""Publicitária""";"""05/11/2013 a 26/11/2013""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Academy Films""";"""Reino Unido""";"""Estrangeira""";"""SP"""
"""272""";04/11/2013;"""7""";"""LEO MESSI CAMPAING""";"""Publicitária""";"""30/11/2013 a 08/12/2013""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Radical Media""";"""EUA""";"""Estrangeira""";"""RJ"""
"""273""";05/11/2013;"""5""";"""COMING HOME""";"""Documentário""";"""14/11/2013 a 23/11/2013""";"""Urutau Filmes Ltda.""";"""SP""";"""TV Man Union, Inc.""";"""Japão""";"""Estrangeira""";"""BA"""
"""274""";06/11/2013;"""3""";"""NIKE SELEÇÃO""";"""Publicitária""";"""22/11/2013 a 03/12/2013""";"""Sweet Produções Ltda""";"""SP""";"""Rokkit Ltd.""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""275""";06/11/2013;"""3""";"""NIKE TIEMPO""";"""Publicitária""";"""10/11/2013 a 15/11/2013""";"""Sweet Produções Ltda""";"""SP""";"""Manamedia Ltd.""";"""Reino Unido""";"""Estrangeira""";"""MG"""
"""276""";06/11/2013;"""3""";"""KULTURPLATZ-SENDUNG VOM 8.01.2014""";"""Documentário""";"""01/12/2013 a 10/12/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""SRF Entertainment Ltda.""";"""Suíça""";"""Estrangeira""";"""RJ/SP"""
"""277""";06/11/2013;"""2""";"""VERMIST""";"""Documentário""";"""07/12/2013 a 13/12/2013""";"""Mares Produções Ltda""";"""RJ""";"""Tros Broadcasting Company""";"""Holanda""";"""Estrangeira""";"""MG/SP"""
"""278""";08/11/2013;"""4""";"""PROMOSINHA""";"""Publicitária""";"""15/11/2013 a 21/11/2013""";"""Matrec Produções Cinematográficas""";"""SP""";"""Central Films""";"""México""";"""Estrangeira""";"""MG"""
"""279""";08/11/2013;"""1""";"""SCHÖNHEITSCHIRURGEN""";"""Documentário""";"""16/11/2013 a 22/11/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Zweites Deutsches Fernsehen""";"""Alemanha""";"""Estrangeira""";"""MA"""
"""280""";08/11/2013;"""4""";"""BRAZIL WORLD CUP""";"""Publicitária""";"""15/11/2013 a 25/11/2013""";"""JKR Produções Artísticas Ltda.""";"""RJ""";"""The Sweet Shop""";"""Nova Zelândia""";"""Estrangeira""";"""RJ"""
"""281""";12/11/2013;"""2""";"""RENAULT DUSTER""";"""Documentário""";"""15/11/2013 a 29/11/2013""";"""Neon Rio Ltda.""";"""RJ""";"""North One Television""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""282""";12/11/2013;"""3""";"""EVERY STREET UNITED""";"""Documentário""";"""18/11/2013 a 29/11/2013""";"""Planeta Film Ltda.""";"""SP""";"""Red Card Productions, LLC""";"""EUA""";"""Estrangeira""";"""SP/RJ"""
"""283""";13/11/2013;"""3""";"""OS SEGREDOS DA AMÉRICA DO SUL""";"""Documentário""";"""15/11/2013 a 24/12/2013""";"""FSR Produções Artísticas Ltda.""";"""RJ""";"""BBC Current Affairs""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""284""";13/11/2013;"""4""";"""MONEY""";"""Documentário""";"""24/11/2013 a 28/11/2013""";"""Aura Filme Produções Ltda.""";"""RJ""";"""Augenschein Filmproduktion""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""285""";13/11/2013;"""3""";"""MONSTERFISH - ELECTRIC EAL IN BRAZIL""";"""Documentário""";"""15/12/2013 a 15/01/2013""";"""Blue Eye Empreendimentos e Produções Audiovisuais Ltda.""";"""RJ""";"""In Focus Asia Pte Ltd""";"""Cingapura""";"""Estrangeira""";"""AM"""
"""286""";14/11/2013;"""4""";"""BAILE E AUXÍLIO""";"""Publicitária""";"""29/11/2013 a 15/12/2013""";"""JKR Produções Artísticas Ltda.""";"""RJ""";"""Terciopelo Films""";"""México""";"""Estrangeira""";"""RJ"""
"""287""";13/11/2013;"""3""";"""GOLFINHO""";"""Publicitária""";"""30/11/2013 a 18/12/2013""";"""Killers Filmes Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""288""";14/11/2013;"""2""";"""NEW WORLD""";"""Publicitária""";"""01/12/2013 a 26/12/2013""";"""Zohar Cinema e Comunicação Ltda.""";"""RJ""";"""Reset Content""";"""EUA""";"""Estrangeira""";"""RJ"""
"""289""";21/11/2013;"""7""";"""RHYTHM OF NOW""";"""Publicitária""";"""18/11/2013 a 13/12/2013""";"""Zohar Cinema e Comunicação Ltda.""";"""RJ""";"""Reset Content""";"""EUA""";"""Estrangeira""";"""RJ"""
"""290""";21/11/2013;"""3""";"""LÄNDERCHECK RIO""";"""Documentário""";"""01/12/2013 a 22/12/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Prosieben Sat 1""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""291""";21/11/2013;"""6""";"""ANOTHER SKY""";"""Documentário""";"""01/12/2103 a 11/12/2013""";"""Town Network Filmagens Ltda""";"""SP""";"""NTV - Nippon Television Network Co""";"""Japão""";"""Estrangeira""";"""RJ/SP"""
"""292""";21/11/2013;"""2""";"""WE ARE THE WORLD - PART 2""";"""Documentário""";"""25/11/2013 a 02/12/2013""";"""Neon Rio Ltda.""";"""RJ""";"""Koen Media Inc""";"""Coréia do Sul""";"""Estrangeira""";"""GO/MT"""
"""293""";21/11/2013;"""7""";"""AMAZON GREAT JOURNEY""";"""Documentário""";"""20/01/2014 a 10/03/2014""";"""Sango Productions Ltda.""";"""SP""";"""TBS Vision Inc.""";"""Japão""";"""Estrangeira""";"""AP/AM/PA"""
"""294""";22/11/2013;"""4""";"""""GREATEST"" E ""GOALS & GOLDS""""";"""Publicitária""";"""25/11/2013 a 09/12/2013""";"""Planeta Film Ltda.""";"""SP""";"""R&D Media""";"""EUA""";"""Estrangeira""";"""SP"""
"""295""";22/11/2013;"""1""";"""NHK - DOCUMENTARY WAVE""";"""Documentário""";"""07/12/2013 a 25/12/2013""";"""Town Network Filmagens Ltda""";"""SP""";"""NHK - CMA - Cosmo Media America""";"""EUA""";"""Estrangeira""";"""RJ/SP"""
"""296""";22/11/2013;"""2""";"""KSB""";"""Institucional""";"""01/12/2013 a 05/12/2013""";"""Aura Filme Produções Ltda.""";"""RJ""";"""Think in Pictures GmbH""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""297""";22/11/2013;"""12""";"""HONO NO TAIKU KAI TV - DESAFIO ESPORTIVO""";"""Documentário""";"""21/12/2013 a 02/01/2014""";"""Xes Projetos Visuais Ltda.""";"""SP""";"""Tokyo Broadcasting System Television, Inc""";"""Japão""";"""Estrangeira""";"""RJ"""
"""298""";25/11/2013;"""4""";"""VERKEHRTE WELT""";"""Documentário""";"""01/12/2013 a 08/12/2013""";"""Sol Entertainment Ltda.""";"""RJ""";"""Constantin Entertainment GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""299""";25/11/2013;"""3""";"""GOODBYE DEUTSCHLAND (DIE AUSWANDERER)""";"""Documentário""";"""27/11/2013 a 02/12/2013""";"""Aura Filme Produções Ltda.""";"""RJ""";"""Info Network""";"""Alemanha""";"""Estrangeira""";"""BA"""
"""300""";26/11/2013;"""4""";"""LA VIE SECRETE DES LACS""";"""Documentário""";"""01/12/2013 a 01/01/2014""";"""Nation & Nação Produção Atística Ltda.""";"""SP""";"""Zed Productions, Inc""";"""França""";"""Estrangeira""";"""MA"""
"""301""";26/11/2013;"""4""";"""ZDF WORLD CUP 2014""";"""Publicitária""";"""02/12/2013 a 20/12/2013""";"""Sweet Produções Ltda""";"""SP""";"""Erste Liebe Filmproduktion GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""302""";26/11/2013;"""4""";"""MB - BUS - RAPID - TRANSIT""";"""Institucional""";"""30/11/2013 a 05/12/2013""";"""Sweet Produções Ltda""";"""SP""";"""Die Paten Film & Postproduktion GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""303""";28/11/2013;"""5""";"""ANTHONY BOURDAIN: LUGARES DESCONHECIDOS""";"""Documentário""";"""03/01/2014 a 14/01/2013""";"""Mangaba Produções Ltda""";"""BA""";"""Zero Point Zero Production Inc""";"""EUA""";"""Estrangeira""";"""BA"""
"""304""";28/11/2013;"""3""";"""A CIDADE MAIS SELVAGEM DO MUNDO - THE WORLD'S WILDEST CITY""";"""Documentário""";"""02/02/2014 a 17/02/2014""";"""Marca D'Água Produções Ltda """;"""SP""";"""Off the Fence Productions Limited""";"""Reino Unido""";"""Estrangeira""";"""AM"""
"""305""";02/12/2013;"""5""";"""FUNDAÇÃO JAPÃO""";"""Documentário""";"""16/12/2013 a 21/12/2013""";"""Urutau Filmes Ltda.""";"""SP""";"""TV Man Union, Inc.""";"""Japão""";"""Estrangeira""";"""DF/PA"""
"""306""";03/12/2013;"""6""";"""MIT FANTASY AM ZUCKERHUT""";"""Entretenimento""";"""05/12/2013 a 11/12/2013""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Rocket Studios Medienproduktion""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""307""";03/12/2013;"""8""";"""CARRO CHEVY CRUZE # 2014-03""";"""Publicitária""";"""10/01/2013 a 30/01/2014""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Biscuit Filmwork""";"""EUA""";"""Estrangeira""";"""RJ"""
"""308""";04/12/2013;"""4""";"""POLAND DOC""";"""Documentário""";"""01/12/2013 a 31/01/2014""";"""PA Produtores Associados Ltda""";"""SP""";"""Flota Filmowa""";"""Polônia""";"""Estrangeira""";"""PR/RJ/SP"""
"""309""";04/12/2013;"""4""";"""DE NIEUWE MARTIN""";"""Documentário""";"""09/12/2013 a 16/12/2013""";"""Provocador Produções Artísticas""";"""RJ""";"""Woestijnvis""";"""Bélgica""";"""Estrangeira""";"""DF/MA"""
"""310""";09/12/2013;"""21""";"""LES MARSEILLAIS À RIO""";"""Reality Show""";"""10/01/2014 a 06/03/2014""";"""Focus Films Ltda""";"""RJ""";"""Banijay Productions SAS""";"""França""";"""Estrangeira""";"""RJ"""
"""311""";10/12/2013;"""11""";"""BRAZIL SOCCER KIKOH - DIÁRIOS DE VIAGEM PELO PAÍS DO FUTEBOL""";"""Documentário""";"""05/01/2014 a 27/01/2014""";"""Xes Projetos Visuais Ltda.""";"""SP""";"""Ennet, Inc""";"""Japão""";"""Estrangeira""";"""BA/PE/RJ/RS/SP"""
"""312""";10/12/2013;"""14""";"""FLOW""";"""Publicitária""";"""16/01/2014 a 05/02/2014""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Traktor""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""313""";10/12/2013;"""2""";"""ROAD TO THE OCTAGON: UFC ON FOX 10""";"""Documentário""";"""12/12/2013 A 18/12/2013""";"""Brian M. Sewell Produções Cinematográficas""";"""RJ""";"""PositiveImage Video, Inc""";"""EUA""";"""Estrangeira""";"""AM"""
"""314""";16/12/2013;"""7""";"""ROAD TO RIO""";"""Documentário""";"""28/01/2014 a 16/02/2014""";"""Neon Rio Ltda.""";"""RJ""";"""ITN Productions""";"""Reino Unido""";"""Estrangeira""";"""RJ/SP"""
"""315""";16/12/2013;"""2""";"""AIR CRASH INVESTIGATION""";"""Documentário""";"""18/01/2014 a 25/01/2014""";"""FSR Produções Artísticas Ltda.""";"""RJ""";"""Cineflix Productions""";"""Canadá""";"""Estrangeira""";"""RJ"""
